material,material_raw,count
neoprene,neoprene,0.016
neoprene,neoprene,0.016
neoprene,neoprene,0.016
neoprene,neoprene,0.016
neoprene,neoprene,0.016
neoprene,neoprene,0.016
neoprene,neoprene,0.014
neoprene,neoprene,0.014
neoprene,neoprene,0.012
neoprene,neoprene,0.012
neoprene,neoprene,0.012
neoprene,neoprene,0.012
neoprene,neoprene,0.012
neoprene,neoprene,0.012
neoprene,neoprene,0.012
neoprene,neoprene,0.012
neoprene,neoprene,0.012
neoprene,neoprene,0.012
neoprene,neoprene,0.012
neoprene,neoprene,0.012
neoprene,neoprene,0.012
neoprene,neoprene,0.012
neoprene,neoprene,0.002
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
neoprene,neoprene,0
cotton,cotton,0.575
cotton,cotton,0.255
cotton,cotton,0.245
cotton,cotton,0.24
cotton,cotton,0.21
cotton,cotton,0.2
cotton,cotton,0.195
cotton,cotton,0.19
cotton,cotton,0.19
cotton,cotton,0.19
cotton,cotton,0.18
cotton,cotton,0.155
cotton,cotton,0.155
cotton,cotton,0.155
cotton,cotton,0.135
cotton,cotton,0.135
cotton,cotton,0.125
cotton,cotton,0.125
cotton,cotton,0.12
cotton,cotton,0.12
cotton,cotton,0.12
cotton,cotton,0.12
cotton,cotton,0.12
cotton,cotton,0.12
cotton,cotton,0.115
cotton,cotton,0.115
cotton,cotton,0.115
cotton,cotton,0.105
cotton,cotton,0.09
cotton,cotton,0.08
cotton,cotton,0.08
cotton,cotton,0.08
cotton,cotton,0.08
cotton,cotton,0.075
cotton,cotton,0.075
cotton,cotton,0.075
cotton,cotton,0.075
cotton,cotton,0.075
cotton,cotton,0.075
cotton,cotton,0.075
cotton,cotton,0.065
cotton,cotton,0.06
cotton,cotton,0.06
cotton,cotton,0.06
cotton,cotton,0.06
cotton,cotton,0.06
cotton,cotton,0.045
cotton,cotton,0.04
cotton,cotton,0.04
cotton,cotton,0.04
cotton,cotton,0.04
cotton,cotton,0.04
cotton,cotton,0.04
cotton,cotton,0.04
cotton,cotton,0.04
cotton,cotton,0.04
cotton,cotton,0.04
cotton,cotton,0.04
cotton,cotton,0.04
cotton,cotton,0.04
cotton,cotton,0.04
cotton,cotton,0.04
cotton,cotton,0.04
cotton,cotton,0.04
cotton,cotton,0.04
cotton,cotton,0.04
cotton,cotton,0.04
cotton,cotton,0.04
cotton,cotton,0.04
cotton,cotton,0.04
cotton,cotton,0.04
cotton,cotton,0.04
cotton,cotton,0.04
cotton,cotton,0.04
cotton,cotton,0.04
cotton,cotton,0.035
cotton,cotton,0.035
cotton,cotton,0.03
cotton,cotton,0.03
cotton,cotton,0.03
cotton,cotton,0.03
cotton,cotton,0.03
cotton,cotton,0.03
cotton,cotton,0.03
cotton,cotton,0.03
cotton,cotton,0.03
cotton,cotton,0.03
cotton,cotton,0.03
cotton,cotton,0.03
cotton,cotton,0.03
cotton,cotton,0.03
cotton,cotton,0.005
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
cotton,cotton,0
SBR,butadiene/butylrubber,0.46
SBR,butadiene/butylrubber,0.204
SBR,butadiene/butylrubber,0.196
SBR,butadiene/butylrubber,0.192
SBR,butadiene/butylrubber,0.168
SBR,butadiene/butylrubber,0.16
SBR,butadiene/butylrubber,0.156
SBR,butadiene/butylrubber,0.152
SBR,butadiene/butylrubber,0.152
SBR,butadiene/butylrubber,0.152
SBR,butadiene/butylrubber,0.144
SBR,butadiene/butylrubber,0.124
SBR,butadiene/butylrubber,0.124
SBR,butadiene/butylrubber,0.124
SBR,butadiene/butylrubber,0.108
SBR,butadiene/butylrubber,0.108
SBR,butadiene/butylrubber,0.1
SBR,butadiene/butylrubber,0.1
SBR,butadiene/butylrubber,0.096
SBR,butadiene/butylrubber,0.096
SBR,butadiene/butylrubber,0.096
SBR,butadiene/butylrubber,0.096
SBR,butadiene/butylrubber,0.096
SBR,butadiene/butylrubber,0.096
SBR,butadiene/butylrubber,0.092
SBR,butadiene/butylrubber,0.092
SBR,butadiene/butylrubber,0.092
SBR,butadiene/butylrubber,0.084
SBR,butadiene/butylrubber,0.072
SBR,butadiene/butylrubber,0.064
SBR,butadiene/butylrubber,0.064
SBR,butadiene/butylrubber,0.064
SBR,butadiene/butylrubber,0.064
SBR,butadiene/butylrubber,0.06
SBR,butadiene/butylrubber,0.06
SBR,butadiene/butylrubber,0.06
SBR,butadiene/butylrubber,0.06
SBR,butadiene/butylrubber,0.06
SBR,butadiene/butylrubber,0.06
SBR,butadiene/butylrubber,0.06
SBR,butadiene/butylrubber,0.052
SBR,butadiene/butylrubber,0.048
SBR,butadiene/butylrubber,0.048
SBR,butadiene/butylrubber,0.048
SBR,butadiene/butylrubber,0.048
SBR,butadiene/butylrubber,0.048
SBR,butadiene/butylrubber,0.036
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.032
SBR,butadiene/butylrubber,0.028
SBR,butadiene/butylrubber,0.028
SBR,butadiene/butylrubber,0.024
SBR,butadiene/butylrubber,0.024
SBR,butadiene/butylrubber,0.024
SBR,butadiene/butylrubber,0.024
SBR,butadiene/butylrubber,0.024
SBR,butadiene/butylrubber,0.024
SBR,butadiene/butylrubber,0.024
SBR,butadiene/butylrubber,0.024
SBR,butadiene/butylrubber,0.024
SBR,butadiene/butylrubber,0.024
SBR,butadiene/butylrubber,0.024
SBR,butadiene/butylrubber,0.024
SBR,butadiene/butylrubber,0.024
SBR,butadiene/butylrubber,0.024
SBR,butadiene/butylrubber,0.004
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
SBR,butadiene/butylrubber,0
PAN,acylonitrile,0.23
PAN,acylonitrile,0.102
PAN,acylonitrile,0.098
PAN,acylonitrile,0.096
PAN,acylonitrile,0.084
PAN,acylonitrile,0.08
PAN,acylonitrile,0.078
PAN,acylonitrile,0.076
PAN,acylonitrile,0.076
PAN,acylonitrile,0.076
PAN,acylonitrile,0.072
PAN,acylonitrile,0.062
PAN,acylonitrile,0.062
PAN,acylonitrile,0.062
PAN,acylonitrile,0.054
PAN,acylonitrile,0.054
PAN,acylonitrile,0.05
PAN,acylonitrile,0.05
PAN,acylonitrile,0.048
PAN,acylonitrile,0.048
PAN,acylonitrile,0.048
PAN,acylonitrile,0.048
PAN,acylonitrile,0.048
PAN,acylonitrile,0.048
PAN,acylonitrile,0.046
PAN,acylonitrile,0.046
PAN,acylonitrile,0.046
PAN,acylonitrile,0.042
PAN,acylonitrile,0.036
PAN,acylonitrile,0.032
PAN,acylonitrile,0.032
PAN,acylonitrile,0.032
PAN,acylonitrile,0.032
PAN,acylonitrile,0.03
PAN,acylonitrile,0.03
PAN,acylonitrile,0.03
PAN,acylonitrile,0.03
PAN,acylonitrile,0.03
PAN,acylonitrile,0.03
PAN,acylonitrile,0.03
PAN,acylonitrile,0.026
PAN,acylonitrile,0.024
PAN,acylonitrile,0.024
PAN,acylonitrile,0.024
PAN,acylonitrile,0.024
PAN,acylonitrile,0.024
PAN,acylonitrile,0.018
PAN,acylonitrile,0.016
PAN,acylonitrile,0.016
PAN,acylonitrile,0.016
PAN,acylonitrile,0.016
PAN,acylonitrile,0.016
PAN,acylonitrile,0.016
PAN,acylonitrile,0.016
PAN,acylonitrile,0.016
PAN,acylonitrile,0.016
PAN,acylonitrile,0.016
PAN,acylonitrile,0.016
PAN,acylonitrile,0.016
PAN,acylonitrile,0.016
PAN,acylonitrile,0.016
PAN,acylonitrile,0.016
PAN,acylonitrile,0.016
PAN,acylonitrile,0.016
PAN,acylonitrile,0.016
PAN,acylonitrile,0.016
PAN,acylonitrile,0.016
PAN,acylonitrile,0.016
PAN,acylonitrile,0.016
PAN,acylonitrile,0.016
PAN,acylonitrile,0.016
PAN,acylonitrile,0.016
PAN,acylonitrile,0.016
PAN,acylonitrile,0.016
PAN,acylonitrile,0.016
PAN,acylonitrile,0.014
PAN,acylonitrile,0.014
PAN,acylonitrile,0.012
PAN,acylonitrile,0.012
PAN,acylonitrile,0.012
PAN,acylonitrile,0.012
PAN,acylonitrile,0.012
PAN,acylonitrile,0.012
PAN,acylonitrile,0.012
PAN,acylonitrile,0.012
PAN,acylonitrile,0.012
PAN,acylonitrile,0.012
PAN,acylonitrile,0.012
PAN,acylonitrile,0.012
PAN,acylonitrile,0.012
PAN,acylonitrile,0.012
PAN,acylonitrile,0.002
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acylonitrile,0
PAN,acrylic.1,0.46
PAN,acrylic.1,0.204
PAN,acrylic.1,0.196
PAN,acrylic.1,0.192
PAN,acrylic.1,0.168
PAN,acrylic.1,0.16
PAN,acrylic.1,0.156
PAN,acrylic.1,0.152
PAN,acrylic.1,0.152
PAN,acrylic.1,0.152
PAN,acrylic.1,0.144
PAN,acrylic.1,0.124
PAN,acrylic.1,0.124
PAN,acrylic.1,0.124
PAN,acrylic.1,0.108
PAN,acrylic.1,0.108
PAN,acrylic.1,0.1
PAN,acrylic.1,0.1
PAN,acrylic.1,0.096
PAN,acrylic.1,0.096
PAN,acrylic.1,0.096
PAN,acrylic.1,0.096
PAN,acrylic.1,0.096
PAN,acrylic.1,0.096
PAN,acrylic.1,0.092
PAN,acrylic.1,0.092
PAN,acrylic.1,0.092
PAN,acrylic.1,0.084
PAN,acrylic.1,0.072
PAN,acrylic.1,0.064
PAN,acrylic.1,0.064
PAN,acrylic.1,0.064
PAN,acrylic.1,0.064
PAN,acrylic.1,0.06
PAN,acrylic.1,0.06
PAN,acrylic.1,0.06
PAN,acrylic.1,0.06
PAN,acrylic.1,0.06
PAN,acrylic.1,0.06
PAN,acrylic.1,0.06
PAN,acrylic.1,0.052
PAN,acrylic.1,0.048
PAN,acrylic.1,0.048
PAN,acrylic.1,0.048
PAN,acrylic.1,0.048
PAN,acrylic.1,0.048
PAN,acrylic.1,0.036
PAN,acrylic.1,0.032
PAN,acrylic.1,0.032
PAN,acrylic.1,0.032
PAN,acrylic.1,0.032
PAN,acrylic.1,0.032
PAN,acrylic.1,0.032
PAN,acrylic.1,0.032
PAN,acrylic.1,0.032
PAN,acrylic.1,0.032
PAN,acrylic.1,0.032
PAN,acrylic.1,0.032
PAN,acrylic.1,0.032
PAN,acrylic.1,0.032
PAN,acrylic.1,0.032
PAN,acrylic.1,0.032
PAN,acrylic.1,0.032
PAN,acrylic.1,0.032
PAN,acrylic.1,0.032
PAN,acrylic.1,0.032
PAN,acrylic.1,0.032
PAN,acrylic.1,0.032
PAN,acrylic.1,0.032
PAN,acrylic.1,0.032
PAN,acrylic.1,0.032
PAN,acrylic.1,0.032
PAN,acrylic.1,0.032
PAN,acrylic.1,0.032
PAN,acrylic.1,0.032
PAN,acrylic.1,0.028
PAN,acrylic.1,0.028
PAN,acrylic.1,0.024
PAN,acrylic.1,0.024
PAN,acrylic.1,0.024
PAN,acrylic.1,0.024
PAN,acrylic.1,0.024
PAN,acrylic.1,0.024
PAN,acrylic.1,0.024
PAN,acrylic.1,0.024
PAN,acrylic.1,0.024
PAN,acrylic.1,0.024
PAN,acrylic.1,0.024
PAN,acrylic.1,0.024
PAN,acrylic.1,0.024
PAN,acrylic.1,0.024
PAN,acrylic.1,0.004
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
PAN,acrylic.1,0
wool,wool,0.23
wool,wool,0.102
wool,wool,0.098
wool,wool,0.096
wool,wool,0.084
wool,wool,0.08
wool,wool,0.078
wool,wool,0.076
wool,wool,0.076
wool,wool,0.076
wool,wool,0.072
wool,wool,0.062
wool,wool,0.062
wool,wool,0.062
wool,wool,0.054
wool,wool,0.054
wool,wool,0.05
wool,wool,0.05
wool,wool,0.048
wool,wool,0.048
wool,wool,0.048
wool,wool,0.048
wool,wool,0.048
wool,wool,0.048
wool,wool,0.046
wool,wool,0.046
wool,wool,0.046
wool,wool,0.042
wool,wool,0.036
wool,wool,0.032
wool,wool,0.032
wool,wool,0.032
wool,wool,0.032
wool,wool,0.03
wool,wool,0.03
wool,wool,0.03
wool,wool,0.03
wool,wool,0.03
wool,wool,0.03
wool,wool,0.03
wool,wool,0.026
wool,wool,0.024
wool,wool,0.024
wool,wool,0.024
wool,wool,0.024
wool,wool,0.024
wool,wool,0.018
wool,wool,0.016
wool,wool,0.016
wool,wool,0.016
wool,wool,0.016
wool,wool,0.016
wool,wool,0.016
wool,wool,0.016
wool,wool,0.016
wool,wool,0.016
wool,wool,0.016
wool,wool,0.016
wool,wool,0.016
wool,wool,0.016
wool,wool,0.016
wool,wool,0.016
wool,wool,0.016
wool,wool,0.016
wool,wool,0.016
wool,wool,0.016
wool,wool,0.016
wool,wool,0.016
wool,wool,0.016
wool,wool,0.016
wool,wool,0.016
wool,wool,0.016
wool,wool,0.016
wool,wool,0.016
wool,wool,0.016
wool,wool,0.014
wool,wool,0.014
wool,wool,0.012
wool,wool,0.012
wool,wool,0.012
wool,wool,0.012
wool,wool,0.012
wool,wool,0.012
wool,wool,0.012
wool,wool,0.012
wool,wool,0.012
wool,wool,0.012
wool,wool,0.012
wool,wool,0.012
wool,wool,0.012
wool,wool,0.012
wool,wool,0.002
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
wool,wool,0
PU,urethane,0.46
PU,urethane,0.204
PU,urethane,0.196
PU,urethane,0.192
PU,urethane,0.168
PU,urethane,0.16
PU,urethane,0.156
PU,urethane,0.152
PU,urethane,0.152
PU,urethane,0.152
PU,urethane,0.144
PU,urethane,0.124
PU,urethane,0.124
PU,urethane,0.124
PU,urethane,0.108
PU,urethane,0.108
PU,urethane,0.1
PU,urethane,0.1
PU,urethane,0.096
PU,urethane,0.096
PU,urethane,0.096
PU,urethane,0.096
PU,urethane,0.096
PU,urethane,0.096
PU,urethane,0.092
PU,urethane,0.092
PU,urethane,0.092
PU,urethane,0.084
PU,urethane,0.072
PU,urethane,0.064
PU,urethane,0.064
PU,urethane,0.064
PU,urethane,0.064
PU,urethane,0.06
PU,urethane,0.06
PU,urethane,0.06
PU,urethane,0.06
PU,urethane,0.06
PU,urethane,0.06
PU,urethane,0.06
PU,urethane,0.052
PU,urethane,0.048
PU,urethane,0.048
PU,urethane,0.048
PU,urethane,0.048
PU,urethane,0.048
PU,urethane,0.036
PU,urethane,0.032
PU,urethane,0.032
PU,urethane,0.032
PU,urethane,0.032
PU,urethane,0.032
PU,urethane,0.032
PU,urethane,0.032
PU,urethane,0.032
PU,urethane,0.032
PU,urethane,0.032
PU,urethane,0.032
PU,urethane,0.032
PU,urethane,0.032
PU,urethane,0.032
PU,urethane,0.032
PU,urethane,0.032
PU,urethane,0.032
PU,urethane,0.032
PU,urethane,0.032
PU,urethane,0.032
PU,urethane,0.032
PU,urethane,0.032
PU,urethane,0.032
PU,urethane,0.032
PU,urethane,0.032
PU,urethane,0.032
PU,urethane,0.032
PU,urethane,0.032
PU,urethane,0.028
PU,urethane,0.028
PU,urethane,0.024
PU,urethane,0.024
PU,urethane,0.024
PU,urethane,0.024
PU,urethane,0.024
PU,urethane,0.024
PU,urethane,0.024
PU,urethane,0.024
PU,urethane,0.024
PU,urethane,0.024
PU,urethane,0.024
PU,urethane,0.024
PU,urethane,0.024
PU,urethane,0.024
PU,urethane,0.004
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
PU,urethane,0
