material,material_raw,count
CA,cellulose,4.25
PET,poly(ethyleneterephthalate),2.52
PET,poly(ethyleneterephthalate),1.44
PET,poly(ethyleneterephthalate),7.2
PET,poly(ethyleneterephthalate),0.68
CA,semi.synthetic.cellulose,3.45
CA,semi.synthetic.cellulose,1.53
CA,semi.synthetic.cellulose,1.47
CA,semi.synthetic.cellulose,1.44
CA,semi.synthetic.cellulose,1.26
CA,semi.synthetic.cellulose,1.2
CA,semi.synthetic.cellulose,1.17
CA,semi.synthetic.cellulose,1.14
CA,semi.synthetic.cellulose,1.14
CA,semi.synthetic.cellulose,1.14
CA,semi.synthetic.cellulose,1.08
CA,semi.synthetic.cellulose,0.93
CA,semi.synthetic.cellulose,0.93
CA,semi.synthetic.cellulose,0.93
CA,semi.synthetic.cellulose,0.81
CA,semi.synthetic.cellulose,0.81
CA,semi.synthetic.cellulose,0.75
CA,semi.synthetic.cellulose,0.75
CA,semi.synthetic.cellulose,0.72
CA,semi.synthetic.cellulose,0.72
CA,semi.synthetic.cellulose,0.72
CA,semi.synthetic.cellulose,0.72
CA,semi.synthetic.cellulose,0.72
CA,semi.synthetic.cellulose,0.72
CA,semi.synthetic.cellulose,0.69
CA,semi.synthetic.cellulose,0.69
CA,semi.synthetic.cellulose,0.69
CA,semi.synthetic.cellulose,0.63
CA,semi.synthetic.cellulose,0.54
CA,semi.synthetic.cellulose,0.48
CA,semi.synthetic.cellulose,0.48
CA,semi.synthetic.cellulose,0.48
CA,semi.synthetic.cellulose,0.48
CA,semi.synthetic.cellulose,0.45
CA,semi.synthetic.cellulose,0.45
CA,semi.synthetic.cellulose,0.45
CA,semi.synthetic.cellulose,0.45
CA,semi.synthetic.cellulose,0.45
CA,semi.synthetic.cellulose,0.45
CA,semi.synthetic.cellulose,0.45
CA,semi.synthetic.cellulose,0.39
CA,semi.synthetic.cellulose,0.36
CA,semi.synthetic.cellulose,0.36
CA,semi.synthetic.cellulose,0.36
CA,semi.synthetic.cellulose,0.36
CA,semi.synthetic.cellulose,0.36
CA,semi.synthetic.cellulose,0.27
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.24
CA,semi.synthetic.cellulose,0.21
CA,semi.synthetic.cellulose,0.21
CA,semi.synthetic.cellulose,0.18
CA,semi.synthetic.cellulose,0.18
CA,semi.synthetic.cellulose,0.18
CA,semi.synthetic.cellulose,0.18
CA,semi.synthetic.cellulose,0.18
CA,semi.synthetic.cellulose,0.18
CA,semi.synthetic.cellulose,0.18
CA,semi.synthetic.cellulose,0.18
CA,semi.synthetic.cellulose,0.18
CA,semi.synthetic.cellulose,0.18
CA,semi.synthetic.cellulose,0.18
CA,semi.synthetic.cellulose,0.18
CA,semi.synthetic.cellulose,0.18
CA,semi.synthetic.cellulose,0.18
CA,semi.synthetic.cellulose,0.03
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
CA,semi.synthetic.cellulose,0
PVA,PVA,0.23
PVA,PVA,0.102
PVA,PVA,0.098
PVA,PVA,0.096
PVA,PVA,0.084
PVA,PVA,0.08
PVA,PVA,0.078
PVA,PVA,0.076
PVA,PVA,0.076
PVA,PVA,0.076
PVA,PVA,0.072
PVA,PVA,0.062
PVA,PVA,0.062
PVA,PVA,0.062
PVA,PVA,0.054
PVA,PVA,0.054
PVA,PVA,0.05
PVA,PVA,0.05
PVA,PVA,0.048
PVA,PVA,0.048
PVA,PVA,0.048
PVA,PVA,0.048
PVA,PVA,0.048
PVA,PVA,0.048
PVA,PVA,0.046
PVA,PVA,0.046
PVA,PVA,0.046
PVA,PVA,0.042
PVA,PVA,0.036
PVA,PVA,0.032
PVA,PVA,0.032
PVA,PVA,0.032
PVA,PVA,0.032
PVA,PVA,0.03
PVA,PVA,0.03
PVA,PVA,0.03
PVA,PVA,0.03
PVA,PVA,0.03
PVA,PVA,0.03
PVA,PVA,0.03
PVA,PVA,0.026
PVA,PVA,0.024
PVA,PVA,0.024
PVA,PVA,0.024
PVA,PVA,0.024
PVA,PVA,0.024
PVA,PVA,0.018
PVA,PVA,0.016
PVA,PVA,0.016
PVA,PVA,0.016
PVA,PVA,0.016
PVA,PVA,0.016
PVA,PVA,0.016
PVA,PVA,0.016
PVA,PVA,0.016
PVA,PVA,0.016
PVA,PVA,0.016
PVA,PVA,0.016
PVA,PVA,0.016
PVA,PVA,0.016
PVA,PVA,0.016
PVA,PVA,0.016
PVA,PVA,0.016
PVA,PVA,0.016
PVA,PVA,0.016
PVA,PVA,0.016
PVA,PVA,0.016
PVA,PVA,0.016
PVA,PVA,0.016
PVA,PVA,0.016
PVA,PVA,0.016
PVA,PVA,0.016
PVA,PVA,0.016
PVA,PVA,0.016
PVA,PVA,0.016
PVA,PVA,0.014
PVA,PVA,0.014
PVA,PVA,0.012
PVA,PVA,0.012
PVA,PVA,0.012
PVA,PVA,0.012
PVA,PVA,0.012
PVA,PVA,0.012
PVA,PVA,0.012
PVA,PVA,0.012
PVA,PVA,0.012
PVA,PVA,0.012
PVA,PVA,0.012
PVA,PVA,0.012
PVA,PVA,0.012
PVA,PVA,0.012
PVA,PVA,0.002
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PVA,PVA,0
PA,polyamide,0.46
PA,polyamide,0.204
PA,polyamide,0.196
PA,polyamide,0.192
PA,polyamide,0.168
PA,polyamide,0.16
PA,polyamide,0.156
PA,polyamide,0.152
PA,polyamide,0.152
PA,polyamide,0.152
PA,polyamide,0.144
PA,polyamide,0.124
PA,polyamide,0.124
PA,polyamide,0.124
PA,polyamide,0.108
PA,polyamide,0.108
PA,polyamide,0.1
PA,polyamide,0.1
PA,polyamide,0.096
PA,polyamide,0.096
PA,polyamide,0.096
PA,polyamide,0.096
PA,polyamide,0.096
PA,polyamide,0.096
PA,polyamide,0.092
PA,polyamide,0.092
PA,polyamide,0.092
PA,polyamide,0.084
PA,polyamide,0.072
PA,polyamide,0.064
PA,polyamide,0.064
PA,polyamide,0.064
PA,polyamide,0.064
PA,polyamide,0.06
PA,polyamide,0.06
PA,polyamide,0.06
PA,polyamide,0.06
PA,polyamide,0.06
PA,polyamide,0.06
PA,polyamide,0.06
PA,polyamide,0.052
PA,polyamide,0.048
PA,polyamide,0.048
PA,polyamide,0.048
PA,polyamide,0.048
PA,polyamide,0.048
PA,polyamide,0.036
PA,polyamide,0.032
PA,polyamide,0.032
PA,polyamide,0.032
PA,polyamide,0.032
PA,polyamide,0.032
PA,polyamide,0.032
PA,polyamide,0.032
PA,polyamide,0.032
PA,polyamide,0.032
PA,polyamide,0.032
PA,polyamide,0.032
PA,polyamide,0.032
PA,polyamide,0.032
PA,polyamide,0.032
PA,polyamide,0.032
PA,polyamide,0.032
PA,polyamide,0.032
PA,polyamide,0.032
PA,polyamide,0.032
PA,polyamide,0.032
PA,polyamide,0.032
PA,polyamide,0.032
PA,polyamide,0.032
PA,polyamide,0.032
PA,polyamide,0.032
PA,polyamide,0.032
PA,polyamide,0.032
PA,polyamide,0.032
PA,polyamide,0.028
PA,polyamide,0.028
PA,polyamide,0.024
PA,polyamide,0.024
PA,polyamide,0.024
PA,polyamide,0.024
PA,polyamide,0.024
PA,polyamide,0.024
PA,polyamide,0.024
PA,polyamide,0.024
PA,polyamide,0.024
PA,polyamide,0.024
PA,polyamide,0.024
PA,polyamide,0.024
PA,polyamide,0.024
PA,polyamide,0.024
PA,polyamide,0.004
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PA,polyamide,0
PVDF,poly(vinylideneflourine),0.23
PVDF,poly(vinylideneflourine),0.102
PVDF,poly(vinylideneflourine),0.098
PVDF,poly(vinylideneflourine),0.096
PVDF,poly(vinylideneflourine),0.084
PVDF,poly(vinylideneflourine),0.08
PVDF,poly(vinylideneflourine),0.078
PVDF,poly(vinylideneflourine),0.076
PVDF,poly(vinylideneflourine),0.076
PVDF,poly(vinylideneflourine),0.076
PVDF,poly(vinylideneflourine),0.072
PVDF,poly(vinylideneflourine),0.062
PVDF,poly(vinylideneflourine),0.062
PVDF,poly(vinylideneflourine),0.062
PVDF,poly(vinylideneflourine),0.054
PVDF,poly(vinylideneflourine),0.054
PVDF,poly(vinylideneflourine),0.05
PVDF,poly(vinylideneflourine),0.05
PVDF,poly(vinylideneflourine),0.048
PVDF,poly(vinylideneflourine),0.048
PVDF,poly(vinylideneflourine),0.048
PVDF,poly(vinylideneflourine),0.048
PVDF,poly(vinylideneflourine),0.048
PVDF,poly(vinylideneflourine),0.048
PVDF,poly(vinylideneflourine),0.046
PVDF,poly(vinylideneflourine),0.046
PVDF,poly(vinylideneflourine),0.046
PVDF,poly(vinylideneflourine),0.042
PVDF,poly(vinylideneflourine),0.036
PVDF,poly(vinylideneflourine),0.032
PVDF,poly(vinylideneflourine),0.032
PVDF,poly(vinylideneflourine),0.032
PVDF,poly(vinylideneflourine),0.032
PVDF,poly(vinylideneflourine),0.03
PVDF,poly(vinylideneflourine),0.03
PVDF,poly(vinylideneflourine),0.03
PVDF,poly(vinylideneflourine),0.03
PVDF,poly(vinylideneflourine),0.03
PVDF,poly(vinylideneflourine),0.03
PVDF,poly(vinylideneflourine),0.03
PVDF,poly(vinylideneflourine),0.026
PVDF,poly(vinylideneflourine),0.024
PVDF,poly(vinylideneflourine),0.024
PVDF,poly(vinylideneflourine),0.024
PVDF,poly(vinylideneflourine),0.024
PVDF,poly(vinylideneflourine),0.024
PVDF,poly(vinylideneflourine),0.018
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.016
PVDF,poly(vinylideneflourine),0.014
PVDF,poly(vinylideneflourine),0.014
PVDF,poly(vinylideneflourine),0.012
PVDF,poly(vinylideneflourine),0.012
PVDF,poly(vinylideneflourine),0.012
PVDF,poly(vinylideneflourine),0.012
PVDF,poly(vinylideneflourine),0.012
PVDF,poly(vinylideneflourine),0.012
PVDF,poly(vinylideneflourine),0.012
PVDF,poly(vinylideneflourine),0.012
PVDF,poly(vinylideneflourine),0.012
PVDF,poly(vinylideneflourine),0.012
PVDF,poly(vinylideneflourine),0.012
PVDF,poly(vinylideneflourine),0.012
PVDF,poly(vinylideneflourine),0.012
PVDF,poly(vinylideneflourine),0.012
PVDF,poly(vinylideneflourine),0.002
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PVDF,poly(vinylideneflourine),0
PAI,poly(trimellitamideimide),0.23
PAI,poly(trimellitamideimide),0.102
PAI,poly(trimellitamideimide),0.098
PAI,poly(trimellitamideimide),0.096
PAI,poly(trimellitamideimide),0.084
PAI,poly(trimellitamideimide),0.08
PAI,poly(trimellitamideimide),0.078
PAI,poly(trimellitamideimide),0.076
PAI,poly(trimellitamideimide),0.076
PAI,poly(trimellitamideimide),0.076
PAI,poly(trimellitamideimide),0.072
PAI,poly(trimellitamideimide),0.062
PAI,poly(trimellitamideimide),0.062
PAI,poly(trimellitamideimide),0.062
PAI,poly(trimellitamideimide),0.054
PAI,poly(trimellitamideimide),0.054
PAI,poly(trimellitamideimide),0.05
PAI,poly(trimellitamideimide),0.05
PAI,poly(trimellitamideimide),0.048
PAI,poly(trimellitamideimide),0.048
PAI,poly(trimellitamideimide),0.048
PAI,poly(trimellitamideimide),0.048
PAI,poly(trimellitamideimide),0.048
PAI,poly(trimellitamideimide),0.048
PAI,poly(trimellitamideimide),0.046
PAI,poly(trimellitamideimide),0.046
PAI,poly(trimellitamideimide),0.046
PAI,poly(trimellitamideimide),0.042
PAI,poly(trimellitamideimide),0.036
PAI,poly(trimellitamideimide),0.032
PAI,poly(trimellitamideimide),0.032
PAI,poly(trimellitamideimide),0.032
PAI,poly(trimellitamideimide),0.032
PAI,poly(trimellitamideimide),0.03
PAI,poly(trimellitamideimide),0.03
PAI,poly(trimellitamideimide),0.03
PAI,poly(trimellitamideimide),0.03
PAI,poly(trimellitamideimide),0.03
PAI,poly(trimellitamideimide),0.03
PAI,poly(trimellitamideimide),0.03
PAI,poly(trimellitamideimide),0.026
PAI,poly(trimellitamideimide),0.024
PAI,poly(trimellitamideimide),0.024
PAI,poly(trimellitamideimide),0.024
PAI,poly(trimellitamideimide),0.024
PAI,poly(trimellitamideimide),0.024
PAI,poly(trimellitamideimide),0.018
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.016
PAI,poly(trimellitamideimide),0.014
PAI,poly(trimellitamideimide),0.014
PAI,poly(trimellitamideimide),0.012
PAI,poly(trimellitamideimide),0.012
PAI,poly(trimellitamideimide),0.012
PAI,poly(trimellitamideimide),0.012
PAI,poly(trimellitamideimide),0.012
PAI,poly(trimellitamideimide),0.012
PAI,poly(trimellitamideimide),0.012
PAI,poly(trimellitamideimide),0.012
PAI,poly(trimellitamideimide),0.012
PAI,poly(trimellitamideimide),0.012
PAI,poly(trimellitamideimide),0.012
PAI,poly(trimellitamideimide),0.012
PAI,poly(trimellitamideimide),0.012
PAI,poly(trimellitamideimide),0.012
PAI,poly(trimellitamideimide),0.002
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
PAI,poly(trimellitamideimide),0
neoprene,neoprene,0.23
neoprene,neoprene,0.102
neoprene,neoprene,0.098
neoprene,neoprene,0.096
neoprene,neoprene,0.084
neoprene,neoprene,0.08
neoprene,neoprene,0.078
neoprene,neoprene,0.076
neoprene,neoprene,0.076
neoprene,neoprene,0.076
neoprene,neoprene,0.072
neoprene,neoprene,0.062
neoprene,neoprene,0.062
neoprene,neoprene,0.062
neoprene,neoprene,0.054
neoprene,neoprene,0.054
neoprene,neoprene,0.05
neoprene,neoprene,0.05
neoprene,neoprene,0.048
neoprene,neoprene,0.048
neoprene,neoprene,0.048
neoprene,neoprene,0.048
neoprene,neoprene,0.048
neoprene,neoprene,0.048
neoprene,neoprene,0.046
neoprene,neoprene,0.046
neoprene,neoprene,0.046
neoprene,neoprene,0.042
neoprene,neoprene,0.036
neoprene,neoprene,0.032
neoprene,neoprene,0.032
neoprene,neoprene,0.032
neoprene,neoprene,0.032
neoprene,neoprene,0.03
neoprene,neoprene,0.03
neoprene,neoprene,0.03
neoprene,neoprene,0.03
neoprene,neoprene,0.03
neoprene,neoprene,0.03
neoprene,neoprene,0.03
neoprene,neoprene,0.026
neoprene,neoprene,0.024
neoprene,neoprene,0.024
neoprene,neoprene,0.024
neoprene,neoprene,0.024
neoprene,neoprene,0.024
neoprene,neoprene,0.018
neoprene,neoprene,0.016
neoprene,neoprene,0.016
neoprene,neoprene,0.016
neoprene,neoprene,0.016
neoprene,neoprene,0.016
neoprene,neoprene,0.016
neoprene,neoprene,0.016
neoprene,neoprene,0.016
neoprene,neoprene,0.016
neoprene,neoprene,0.016
neoprene,neoprene,0.016
neoprene,neoprene,0.016
neoprene,neoprene,0.016
neoprene,neoprene,0.016
neoprene,neoprene,0.016
neoprene,neoprene,0.016
neoprene,neoprene,0.016
neoprene,neoprene,0.016
neoprene,neoprene,0.016
neoprene,neoprene,0.016
neoprene,neoprene,0.016
neoprene,neoprene,0.016
