study_media,normalized_particle.L_concentration,size_min_um,size_max_um,DOI,Sample_ID,Subsample_ID,alpha_lower,alpha,alpha_upper,correction_factor,corrected_concentration,correction_factor_lower,correction_factor_upper,corrected_concentration_lower,corrected_concentration_upper
freshwatersurface,0.001386,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Net13|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,3.74E-04,0.272104737,0.267793725,0.000377137,0.000371162
freshwatersurface,0.001294,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Net11|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,3.49E-04,0.272104737,0.267793725,0.000352104,0.000346525
freshwatersurface,0.001271,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Net15|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,3.43E-04,0.272104737,0.267793725,0.000345845,0.000340366
freshwatersurface,0.001094,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Net20|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,2.95E-04,0.272104737,0.267793725,0.000297683,0.000292966
freshwatersurface,0.00098,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Net3|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,2.65E-04,0.272104737,0.267793725,0.000266663,0.000262438
freshwatersurface,0.000832,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Net4|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,2.25E-04,0.272104737,0.267793725,0.000226391,0.000222804
freshwatersurface,0.000611,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Net10|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,1.65E-04,0.272104737,0.267793725,0.000166256,0.000163622
freshwatersurface,0.000556,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Net5|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,1.50E-04,0.272104737,0.267793725,0.00015129,0.000148893
freshwatersurface,0.00054,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Net7A|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,1.46E-04,0.272104737,0.267793725,0.000146937,0.000144609
freshwatersurface,0.000525,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Net6|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,1.42E-04,0.272104737,0.267793725,0.000142855,0.000140592
freshwatersurface,0.000246,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Net1|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,6.64E-05,0.272104737,0.267793725,6.69E-05,6.59E-05
freshwatersurface,NA,500,5000,https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|June_Surface_LeftBank,N/A,,2.64,,27313.37,NA,25681.64197,29049.14074,NA,NA
freshwatersurface,NA,500,5000,https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|July_Surface_LeftBank,N/A,,2.64,,27313.37,NA,25681.64197,29049.14074,NA,NA
freshwatersurface,NA,500,5000,https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|August_Surface_LeftBank,N/A,,2.64,,27313.37,NA,25681.64197,29049.14074,NA,NA
freshwatersurface,NA,500,5000,https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|June_Surface_RightBank,N/A,,2.64,,27313.37,NA,25681.64197,29049.14074,NA,NA
freshwatersurface,NA,500,5000,https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|July_Surface_RightBank,N/A,,2.64,,27313.37,NA,25681.64197,29049.14074,NA,NA
freshwatersurface,NA,500,5000,https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|August_Surface_RightBank,N/A,,2.64,,27313.37,NA,25681.64197,29049.14074,NA,NA
freshwatersurface,NA,500,5000,https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|June_Surface_Thalweg,N/A,,2.64,,27313.37,NA,25681.64197,29049.14074,NA,NA
freshwatersurface,NA,500,5000,https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|July_Surface_Thalweg,N/A,,2.64,,27313.37,NA,25681.64197,29049.14074,NA,NA
freshwatersurface,NA,500,5000,https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|August_Surface_Thalweg,N/A,,2.64,,27313.37,NA,25681.64197,29049.14074,NA,NA
freshwatersurface,0.01122,0.7,5000,doi.org/10.1002/ecs2.1556,doi.org/10.1002/ecs2.1556|2,N/A,,2.64,,0.56,0.0062832,0.559125921,0.555151623,0.006273393,0.006228801
freshwatersurface,0.00539,0.7,5000,doi.org/10.1002/ecs2.1556,doi.org/10.1002/ecs2.1556|4,N/A,,2.64,,0.56,0.0030184,0.559125921,0.555151623,0.003013689,0.002992267
freshwatersurface,8.00E-04,0.7,5000,doi.org/10.1002/ecs2.1556,doi.org/10.1002/ecs2.1556|7,N/A,,2.64,,0.56,4.48E-04,0.559125921,0.555151623,0.000447301,0.000444121
freshwatersurface,0,0.7,5000,doi.org/10.1002/ecs2.1556,doi.org/10.1002/ecs2.1556|8,N/A,,2.64,,0.56,0,0.559125921,0.555151623,0,0
freshwatersurface,0.0066,0.7,5000,doi.org/10.1002/ecs2.1556,doi.org/10.1002/ecs2.1556|10,N/A,,2.64,,0.56,0.003696,0.559125921,0.555151623,0.003690231,0.003664001
freshwatersurface,0.00253,0.7,5000,doi.org/10.1002/ecs2.1556,doi.org/10.1002/ecs2.1556|13,N/A,,2.64,,0.56,0.0014168,0.559125921,0.555151623,0.001414589,0.001404534
freshwatersurface,0.01028,0.7,5000,doi.org/10.1002/ecs2.1556,doi.org/10.1002/ecs2.1556|14,N/A,,2.64,,0.56,0.0057568,0.559125921,0.555151623,0.005747814,0.005706959
freshwatersurface,0.00296,0.7,5000,doi.org/10.1002/ecs2.1556,doi.org/10.1002/ecs2.1556|16,N/A,,2.64,,0.56,0.0016576,0.559125921,0.555151623,0.001655013,0.001643249
freshwatersurface,0.00373,0.7,5000,doi.org/10.1002/ecs2.1556,doi.org/10.1002/ecs2.1556|18,N/A,,2.64,,0.56,0.0020888,0.559125921,0.555151623,0.00208554,0.002070716
freshwatersurface,0.6,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,101890.584,157989.7751,182534.2947,94793.86503,109520.5768
freshwatersurface,0.6,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Logan_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,101890.584,157989.7751,182534.2947,94793.86503,109520.5768
freshwatersurface,0.6,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Logan_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,101890.584,157989.7751,182534.2947,94793.86503,109520.5768
freshwatersurface,0.6,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Logan_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,101890.584,157989.7751,182534.2947,94793.86503,109520.5768
freshwatersurface,0.6,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Middle_Cottonwood_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,101890.584,157989.7751,182534.2947,94793.86503,109520.5768
freshwatersurface,0.6,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Middle_Cottonwood_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,101890.584,157989.7751,182534.2947,94793.86503,109520.5768
freshwatersurface,0.00437,0.7,5000,doi.org/10.1002/ecs2.1556,doi.org/10.1002/ecs2.1556|11,N/A,,2.64,,0.56,0.0024472,0.559125921,0.555151623,0.00244338,0.002426013
freshwatersurface,0.00592,0.7,5000,doi.org/10.1002/ecs2.1556,doi.org/10.1002/ecs2.1556|12,N/A,,2.64,,0.56,0.0033152,0.559125921,0.555151623,0.003310025,0.003286498
freshwatersurface,0.00093,0.7,5000,doi.org/10.1002/ecs2.1556,doi.org/10.1002/ecs2.1556|15,N/A,,2.64,,0.56,5.21E-04,0.559125921,0.555151623,0.000519987,0.000516291
freshwatersurface,0.00048,0.7,5000,doi.org/10.1002/ecs2.1556,doi.org/10.1002/ecs2.1556|17,N/A,,2.64,,0.56,2.69E-04,0.559125921,0.555151623,0.00026838,0.000266473
freshwatersurface,0.00314,0.7,5000,doi.org/10.1002/ecs2.1556,doi.org/10.1002/ecs2.1556|19,N/A,,2.64,,0.56,0.0017584,0.559125921,0.555151623,0.001755655,0.001743176
freshwatersurface,6.5,0.45,5000,doi.org/10.1016/j.scitotenv.2019.02.028,Dam2WDownstream|doi.org/10.1016/j.scitotenv.2019.02.028,N/A,,2.64,,0.27,1.755,0.272104737,0.267793725,1.768680789,1.740659215
freshwatersurface,7,0.45,5000,doi.org/10.1016/j.scitotenv.2019.02.028,Dam1WDownstream|doi.org/10.1016/j.scitotenv.2019.02.028,N/A,,2.64,,0.27,1.89,0.272104737,0.267793725,1.904733157,1.874556078
freshwatersurface,2,0.45,5000,doi.org/10.1016/j.scitotenv.2019.02.028,Dam3WDownstream|doi.org/10.1016/j.scitotenv.2019.02.028,N/A,,2.64,,0.27,0.54,0.272104737,0.267793725,0.544209474,0.535587451
freshwatersurface,2,0.45,5000,doi.org/10.1016/j.scitotenv.2019.02.028,Dam2WReservoir|doi.org/10.1016/j.scitotenv.2019.02.028,N/A,,2.64,,0.27,0.54,0.272104737,0.267793725,0.544209474,0.535587451
freshwatersurface,12,0.45,5000,doi.org/10.1016/j.scitotenv.2019.02.028,Dam5WDownstream|doi.org/10.1016/j.scitotenv.2019.02.028,N/A,,2.64,,0.27,3.24,0.272104737,0.267793725,3.265256841,3.213524705
freshwatersurface,22,0.45,5000,doi.org/10.1016/j.scitotenv.2019.02.028,Dam6WDownstream|doi.org/10.1016/j.scitotenv.2019.02.028,N/A,,2.64,,0.27,5.94,0.272104737,0.267793725,5.986304209,5.89146196
freshwatersurface,8,0.45,5000,doi.org/10.1016/j.scitotenv.2019.02.028,Dam2WUpstream|doi.org/10.1016/j.scitotenv.2019.02.028,N/A,,2.64,,0.27,2.16,0.272104737,0.267793725,2.176837894,2.142349804
freshwatersurface,1.5,0.45,5000,doi.org/10.1016/j.scitotenv.2019.02.028,Dam4WDownstream|doi.org/10.1016/j.scitotenv.2019.02.028,N/A,,2.64,,0.27,0.405,0.272104737,0.267793725,0.408157105,0.401690588
freshwatersurface,1,0.45,5000,doi.org/10.1016/j.scitotenv.2019.02.028,Dam3WReservoir|doi.org/10.1016/j.scitotenv.2019.02.028,N/A,,2.64,,0.27,0.27,0.272104737,0.267793725,0.272104737,0.267793725
freshwatersurface,3,0.45,5000,doi.org/10.1016/j.scitotenv.2019.02.028,Dam4WReservoir|doi.org/10.1016/j.scitotenv.2019.02.028,N/A,,2.64,,0.27,0.81,0.272104737,0.267793725,0.81631421,0.803381176
freshwatersurface,8,0.45,5000,doi.org/10.1016/j.scitotenv.2019.02.028,Dam5WReservoir|doi.org/10.1016/j.scitotenv.2019.02.028,N/A,,2.64,,0.27,2.16,0.272104737,0.267793725,2.176837894,2.142349804
freshwatersurface,13,0.45,5000,doi.org/10.1016/j.scitotenv.2019.02.028,Dam6WReservoir|doi.org/10.1016/j.scitotenv.2019.02.028,N/A,,2.64,,0.27,3.51,0.272104737,0.267793725,3.537361578,3.481318431
freshwatersurface,24,0.45,5000,doi.org/10.1016/j.scitotenv.2019.02.028,Dam5WUpstream|doi.org/10.1016/j.scitotenv.2019.02.028,N/A,,2.64,,0.27,6.48,0.272104737,0.267793725,6.530513682,6.427049411
freshwatersurface,6,0.45,5000,doi.org/10.1016/j.scitotenv.2019.02.028,Dam1WUpstream|doi.org/10.1016/j.scitotenv.2019.02.028,N/A,,2.64,,0.27,1.62,0.272104737,0.267793725,1.632628421,1.606762353
freshwatersurface,8,0.45,5000,doi.org/10.1016/j.scitotenv.2019.02.028,Dam1WReservoir|doi.org/10.1016/j.scitotenv.2019.02.028,N/A,,2.64,,0.27,2.16,0.272104737,0.267793725,2.176837894,2.142349804
freshwatersurface,10,0.45,5000,doi.org/10.1016/j.scitotenv.2019.02.028,Dam3WUpstream|doi.org/10.1016/j.scitotenv.2019.02.028,N/A,,2.64,,0.27,2.7,0.272104737,0.267793725,2.721047368,2.677937255
freshwatersurface,4,0.45,5000,doi.org/10.1016/j.scitotenv.2019.02.028,Dam4WUpstream|doi.org/10.1016/j.scitotenv.2019.02.028,N/A,,2.64,,0.27,1.08,0.272104737,0.267793725,1.088418947,1.071174902
freshwatersurface,16,0.45,5000,doi.org/10.1016/j.scitotenv.2019.02.028,Dam6WUpstream|doi.org/10.1016/j.scitotenv.2019.02.028,N/A,,2.64,,0.27,4.32,0.272104737,0.267793725,4.353675788,4.284699607
freshwatersurface,0.00053,1130,1810,doi.org/10.1002/eap.2429,doi.org/10.1002/eap.2429|1,doi.org/10.1002/eap.2429|1.surface,,2.64,,188845.3,100.088009,176741.5455,201785.0857,93.67301914,106.9460954
freshwatersurface,0.00201,1130,1810,doi.org/10.1002/eap.2429,doi.org/10.1002/eap.2429|2,doi.org/10.1002/eap.2429|2.surface,,2.64,,188845.3,379.579053,176741.5455,201785.0857,355.2505065,405.5880223
freshwatersurface,5.00E-04,1130,1810,doi.org/10.1002/eap.2429,doi.org/10.1002/eap.2429|3,doi.org/10.1002/eap.2429|3.surface,,2.64,,188845.3,94.42265,176741.5455,201785.0857,88.37077277,100.8925429
freshwatersurface,0.00026,1130,1810,doi.org/10.1002/eap.2429,doi.org/10.1002/eap.2429|4,doi.org/10.1002/eap.2429|4.surface,,2.64,,188845.3,49.099778,176741.5455,201785.0857,45.95280184,52.46412229
freshwatersurface,0.00013,1130,1810,doi.org/10.1002/eap.2429,doi.org/10.1002/eap.2429|5,doi.org/10.1002/eap.2429|5.surface,,2.64,,188845.3,24.549889,176741.5455,201785.0857,22.97640092,26.23206115
freshwatersurface,0.00066,1130,1810,doi.org/10.1002/eap.2429,doi.org/10.1002/eap.2429|6,doi.org/10.1002/eap.2429|6.surface,,2.64,,188845.3,124.637898,176741.5455,201785.0857,116.6494201,133.1781566
freshwatersurface,0.00049,1130,1810,doi.org/10.1002/eap.2429,doi.org/10.1002/eap.2429|7,doi.org/10.1002/eap.2429|7.surface,,2.64,,188845.3,92.534197,176741.5455,201785.0857,86.60335732,98.87469201
freshwatersurface,0.00047,1130,1810,doi.org/10.1002/eap.2429,doi.org/10.1002/eap.2429|8,doi.org/10.1002/eap.2429|8.surface,,2.64,,188845.3,88.757291,176741.5455,201785.0857,83.06852641,94.8389903
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Bighorn_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Bighorn_5A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Bighorn_5B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Black_Butte_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Canyon_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_5A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_4A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_6A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_6B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Logan_5A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Logan_6B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Manhattan_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Manhattan_4A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Manhattan_4B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Hellroaring_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Hellroaring_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Hellroaring_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Middle_Cottonwood_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Middle_Cottonwood_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,2.4,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_5A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,407562.336,157989.7751,182534.2947,379175.4601,438082.3072
freshwatersurface,2.4,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Logan_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,407562.336,157989.7751,182534.2947,379175.4601,438082.3072
freshwatersurface,2.4,1500,9600,doi.org/10.1016/j.watres.2018.10.013,North_Cottonwood_4B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,407562.336,157989.7751,182534.2947,379175.4601,438082.3072
freshwatersurface,2.3,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Flathead_Pass_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,390580.572,157989.7751,182534.2947,363376.4826,419828.8778
freshwatersurface,2.3,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Gallatin_Gateway_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,390580.572,157989.7751,182534.2947,363376.4826,419828.8778
freshwatersurface,2.3,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Porcupine_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,390580.572,157989.7751,182534.2947,363376.4826,419828.8778
freshwatersurface,2.1,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Porcupine_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,356617.044,157989.7751,182534.2947,331778.5276,383322.0188
freshwatersurface,1.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Storm_Castle_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,305671.752,157989.7751,182534.2947,284381.5951,328561.7304
freshwatersurface,1.6,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Big_Sky_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,271708.224,157989.7751,182534.2947,252783.6401,292054.8715
freshwatersurface,1.6,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Bighorn_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,271708.224,157989.7751,182534.2947,252783.6401,292054.8715
freshwatersurface,1.6,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_5B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,271708.224,157989.7751,182534.2947,252783.6401,292054.8715
freshwatersurface,1.6,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_5B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,271708.224,157989.7751,182534.2947,252783.6401,292054.8715
freshwatersurface,1.5,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Buffalo_Horn_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,254726.46,157989.7751,182534.2947,236984.6626,273801.442
freshwatersurface,1.5,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Flathead_Pass_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,254726.46,157989.7751,182534.2947,236984.6626,273801.442
freshwatersurface,1.5,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Canyon_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,254726.46,157989.7751,182534.2947,236984.6626,273801.442
freshwatersurface,1.5,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Manhattan_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,254726.46,157989.7751,182534.2947,236984.6626,273801.442
freshwatersurface,1.5,1500,9600,doi.org/10.1016/j.watres.2018.10.013,North_Cottonwood_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,254726.46,157989.7751,182534.2947,236984.6626,273801.442
freshwatersurface,1.5,1500,9600,doi.org/10.1016/j.watres.2018.10.013,North_Cottonwood_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,254726.46,157989.7751,182534.2947,236984.6626,273801.442
freshwatersurface,1.5,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Portal_Creek_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,254726.46,157989.7751,182534.2947,236984.6626,273801.442
freshwatersurface,1.3,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Bighorn_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,220762.932,157989.7751,182534.2947,205386.7076,237294.5831
freshwatersurface,1.2,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,203781.168,157989.7751,182534.2947,189587.7301,219041.1536
freshwatersurface,1.2,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,203781.168,157989.7751,182534.2947,189587.7301,219041.1536
freshwatersurface,1.2,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,203781.168,157989.7751,182534.2947,189587.7301,219041.1536
freshwatersurface,1.2,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Logan_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,203781.168,157989.7751,182534.2947,189587.7301,219041.1536
freshwatersurface,1.2,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Logan_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,203781.168,157989.7751,182534.2947,189587.7301,219041.1536
freshwatersurface,0.9,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Black_Butte_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,152835.876,157989.7751,182534.2947,142190.7976,164280.8652
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Axtell_SC_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Axtell_SC_4A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Axtell_SC_4B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Bacon_Rind_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Bear_Creek_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Black_Butte_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Buffalo_Horn_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Buffalo_Horn_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Deer_Creek_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
