study_media,normalized_particle.L_concentration,size_min_um,size_max_um,DOI,Sample_ID,Subsample_ID,alpha_lower,alpha,alpha_upper,correction_factor,corrected_concentration,correction_factor_lower,correction_factor_upper,corrected_concentration_lower,corrected_concentration_upper
freshwatersurface,0.0026,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 18.2,N/A,,2.64,,15420.02,40.092052,14545.77158,16346.9694,37.81900611,42.50212045
freshwatersurface,0.0026,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 18.3,N/A,,2.64,,15420.02,40.092052,14545.77158,16346.9694,37.81900611,42.50212045
freshwatersurface,0.0026,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 18.4,N/A,,2.64,,15420.02,40.092052,14545.77158,16346.9694,37.81900611,42.50212045
freshwatersurface,0.0026,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 23.1,N/A,,2.64,,15420.02,40.092052,14545.77158,16346.9694,37.81900611,42.50212045
freshwatersurface,0.0026,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 23.2,N/A,,2.64,,15420.02,40.092052,14545.77158,16346.9694,37.81900611,42.50212045
freshwatersurface,0.0026,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 23.3,N/A,,2.64,,15420.02,40.092052,14545.77158,16346.9694,37.81900611,42.50212045
freshwatersurface,0.0026,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 23.4,N/A,,2.64,,15420.02,40.092052,14545.77158,16346.9694,37.81900611,42.50212045
freshwatersurface,0.0026,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 24.1,N/A,,2.64,,15420.02,40.092052,14545.77158,16346.9694,37.81900611,42.50212045
freshwatersurface,0.0026,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 24.2,N/A,,2.64,,15420.02,40.092052,14545.77158,16346.9694,37.81900611,42.50212045
freshwatersurface,0.0026,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 24.3,N/A,,2.64,,15420.02,40.092052,14545.77158,16346.9694,37.81900611,42.50212045
freshwatersurface,0.0021,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 20.1,N/A,,2.64,,15420.02,32.382042,14545.77158,16346.9694,30.54612032,34.32863575
freshwatersurface,0.0021,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 20.2,N/A,,2.64,,15420.02,32.382042,14545.77158,16346.9694,30.54612032,34.32863575
freshwatersurface,0.0021,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 20.3,N/A,,2.64,,15420.02,32.382042,14545.77158,16346.9694,30.54612032,34.32863575
freshwatersurface,0.0021,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 20.4,N/A,,2.64,,15420.02,32.382042,14545.77158,16346.9694,30.54612032,34.32863575
freshwatersurface,0.002,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 29.1,N/A,,2.64,,15420.02,30.84004,14545.77158,16346.9694,29.09154316,32.69393881
freshwatersurface,0.002,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 29.2,N/A,,2.64,,15420.02,30.84004,14545.77158,16346.9694,29.09154316,32.69393881
freshwatersurface,0.002,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 29.3,N/A,,2.64,,15420.02,30.84004,14545.77158,16346.9694,29.09154316,32.69393881
freshwatersurface,0.002,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 29.4,N/A,,2.64,,15420.02,30.84004,14545.77158,16346.9694,29.09154316,32.69393881
freshwatersurface,0.0018,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 9.1,N/A,,2.64,,15420.02,27.756036,14545.77158,16346.9694,26.18238885,29.42454493
freshwatersurface,0.0018,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 9.2,N/A,,2.64,,15420.02,27.756036,14545.77158,16346.9694,26.18238885,29.42454493
freshwatersurface,0.0018,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 9.3,N/A,,2.64,,15420.02,27.756036,14545.77158,16346.9694,26.18238885,29.42454493
freshwatersurface,0.0017,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 19.1,N/A,,2.64,,15420.02,26.214034,14545.77158,16346.9694,24.72781169,27.78984799
freshwatersurface,0.0017,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 19.2,N/A,,2.64,,15420.02,26.214034,14545.77158,16346.9694,24.72781169,27.78984799
freshwatersurface,0.0017,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 19.3,N/A,,2.64,,15420.02,26.214034,14545.77158,16346.9694,24.72781169,27.78984799
freshwatersurface,0.0017,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 19.4,N/A,,2.64,,15420.02,26.214034,14545.77158,16346.9694,24.72781169,27.78984799
freshwatersurface,0.0015,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 11.1,N/A,,2.64,,15420.02,23.13003,14545.77158,16346.9694,21.81865737,24.52045411
freshwatersurface,0.0015,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 11.2,N/A,,2.64,,15420.02,23.13003,14545.77158,16346.9694,21.81865737,24.52045411
freshwatersurface,0.0015,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 11.3,N/A,,2.64,,15420.02,23.13003,14545.77158,16346.9694,21.81865737,24.52045411
freshwatersurface,0.0015,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 11.4,N/A,,2.64,,15420.02,23.13003,14545.77158,16346.9694,21.81865737,24.52045411
freshwatersurface,0.0013,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 16.1,N/A,,2.64,,15420.02,20.046026,14545.77158,16346.9694,18.90950305,21.25106023
freshwatersurface,0.0013,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 16.2,N/A,,2.64,,15420.02,20.046026,14545.77158,16346.9694,18.90950305,21.25106023
freshwatersurface,0.0013,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 16.3,N/A,,2.64,,15420.02,20.046026,14545.77158,16346.9694,18.90950305,21.25106023
freshwatersurface,0.0013,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 16.4,N/A,,2.64,,15420.02,20.046026,14545.77158,16346.9694,18.90950305,21.25106023
freshwatersurface,0.0012,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 22.1,N/A,,2.64,,15420.02,18.504024,14545.77158,16346.9694,17.4549259,19.61636328
freshwatersurface,0.0012,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 22.2,N/A,,2.64,,15420.02,18.504024,14545.77158,16346.9694,17.4549259,19.61636328
freshwatersurface,0.0012,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 22.3,N/A,,2.64,,15420.02,18.504024,14545.77158,16346.9694,17.4549259,19.61636328
freshwatersurface,0.0012,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 25.1,N/A,,2.64,,15420.02,18.504024,14545.77158,16346.9694,17.4549259,19.61636328
freshwatersurface,0.0012,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 25.2,N/A,,2.64,,15420.02,18.504024,14545.77158,16346.9694,17.4549259,19.61636328
freshwatersurface,0.0012,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 25.3,N/A,,2.64,,15420.02,18.504024,14545.77158,16346.9694,17.4549259,19.61636328
freshwatersurface,0.001,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 21.1,N/A,,2.64,,15420.02,15.42002,14545.77158,16346.9694,14.54577158,16.3469694
freshwatersurface,0.001,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 21.2,N/A,,2.64,,15420.02,15.42002,14545.77158,16346.9694,14.54577158,16.3469694
freshwatersurface,0.001,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 21.3,N/A,,2.64,,15420.02,15.42002,14545.77158,16346.9694,14.54577158,16.3469694
freshwatersurface,8.00E-05,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 14,N/A,,2.64,,27313.37,2.1850696,25681.64197,29049.14074,2.054531358,2.323931259
freshwatersurface,1.00E-04,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 15,N/A,,2.64,,27313.37,2.731337,25681.64197,29049.14074,2.568164197,2.904914074
freshwatersurface,1.00E-05,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 16,N/A,,2.64,,27313.37,0.2731337,25681.64197,29049.14074,0.25681642,0.290491407
freshwatersurface,5.00E-05,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 17,N/A,,2.64,,27313.37,1.3656685,25681.64197,29049.14074,1.284082099,1.452457037
freshwatersurface,1.00E-05,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 18,N/A,,2.64,,27313.37,0.2731337,25681.64197,29049.14074,0.25681642,0.290491407
freshwatersurface,0.00053,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 19,N/A,,2.64,,27313.37,14.4760861,25681.64197,29049.14074,13.61127024,15.39604459
freshwatersurface,7.00E-04,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 4.1,N/A,,2.64,,15420.02,10.794014,14545.77158,16346.9694,10.18204011,11.44287858
freshwatersurface,7.00E-04,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 4.2,N/A,,2.64,,15420.02,10.794014,14545.77158,16346.9694,10.18204011,11.44287858
freshwatersurface,7.00E-04,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 4.3,N/A,,2.64,,15420.02,10.794014,14545.77158,16346.9694,10.18204011,11.44287858
freshwatersurface,7.00E-04,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 4.4,N/A,,2.64,,15420.02,10.794014,14545.77158,16346.9694,10.18204011,11.44287858
freshwatersurface,6.00E-04,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 5.1,N/A,,2.64,,15420.02,9.252012,14545.77158,16346.9694,8.727462948,9.808181642
freshwatersurface,6.00E-04,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 5.2,N/A,,2.64,,15420.02,9.252012,14545.77158,16346.9694,8.727462948,9.808181642
freshwatersurface,6.00E-04,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 5.3,N/A,,2.64,,15420.02,9.252012,14545.77158,16346.9694,8.727462948,9.808181642
freshwatersurface,6.00E-04,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 5.4,N/A,,2.64,,15420.02,9.252012,14545.77158,16346.9694,8.727462948,9.808181642
freshwatersurface,5.00E-04,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 17.1,N/A,,2.64,,15420.02,7.71001,14545.77158,16346.9694,7.27288579,8.173484702
freshwatersurface,5.00E-04,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 17.2,N/A,,2.64,,15420.02,7.71001,14545.77158,16346.9694,7.27288579,8.173484702
freshwatersurface,5.00E-04,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 17.3,N/A,,2.64,,15420.02,7.71001,14545.77158,16346.9694,7.27288579,8.173484702
freshwatersurface,5.00E-04,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 17.4,N/A,,2.64,,15420.02,7.71001,14545.77158,16346.9694,7.27288579,8.173484702
freshwatersurface,3.00E-04,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 8.1,N/A,,2.64,,15420.02,4.626006,14545.77158,16346.9694,4.363731474,4.904090821
freshwatersurface,3.00E-04,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 8.2,N/A,,2.64,,15420.02,4.626006,14545.77158,16346.9694,4.363731474,4.904090821
freshwatersurface,3.00E-04,355,5000,doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 8.3,N/A,,2.64,,15420.02,4.626006,14545.77158,16346.9694,4.363731474,4.904090821
freshwatersurface,226,335,5000,doi.org/10.1021/acs.est.1c03019,doi.org/10.1021/acs.est.1c03019 | fc_0927,N/A,,2.64,,14004.34,3164980.84,13217.68394,14837.95482,2987196.571,3353377.789
freshwatersurface,196,335,5000,doi.org/10.1021/acs.est.1c03019,doi.org/10.1021/acs.est.1c03019 | sm_0928,N/A,,2.64,,14004.34,2744850.64,13217.68394,14837.95482,2590666.053,2908239.145
freshwatersurface,196,335,5000,doi.org/10.1021/acs.est.1c03019,doi.org/10.1021/acs.est.1c03019 | sm_1012,N/A,,2.64,,14004.34,2744850.64,13217.68394,14837.95482,2590666.053,2908239.145
freshwatersurface,185,335,5000,doi.org/10.1021/acs.est.1c03019,doi.org/10.1021/acs.est.1c03019 | ec_1117,N/A,,2.64,,14004.34,2590802.9,13217.68394,14837.95482,2445271.53,2745021.642
freshwatersurface,119,335,5000,doi.org/10.1021/acs.est.1c03019,doi.org/10.1021/acs.est.1c03019 | fc_1012,N/A,,2.64,,14004.34,1666516.46,13217.68394,14837.95482,1572904.389,1765716.624
freshwatersurface,62.5,335,5000,doi.org/10.1021/acs.est.1c03019,doi.org/10.1021/acs.est.1c03019 | cc_1025,N/A,,2.64,,14004.34,875271.25,13217.68394,14837.95482,826105.2465,927372.1763
freshwatersurface,40.5,335,5000,doi.org/10.1021/acs.est.1c03019,doi.org/10.1021/acs.est.1c03019 | fc_1108,N/A,,2.64,,14004.34,567175.77,13217.68394,14837.95482,535316.1998,600937.1702
freshwatersurface,23.2,335,5000,doi.org/10.1021/acs.est.1c03019,doi.org/10.1021/acs.est.1c03019 | ec_1108,N/A,,2.64,,14004.34,324900.688,13217.68394,14837.95482,306650.2675,344240.5518
freshwatersurface,0.0197,335,5000,doi.org/10.1021/acs.est.1c03019,doi.org/10.1021/acs.est.1c03019 | ec_1108,N/A,,2.64,,14004.34,275.885498,13217.68394,14837.95482,260.3883737,292.30771
freshwatersurface,0.0162,335,5000,doi.org/10.1021/acs.est.1c03019,doi.org/10.1021/acs.est.1c03019 | ec_1117,N/A,,2.64,,14004.34,226.870308,13217.68394,14837.95482,214.1264799,240.3748681
freshwatersurface,0.0153,335,5000,doi.org/10.1021/acs.est.1c03019,doi.org/10.1021/acs.est.1c03019 | fc_1012,N/A,,2.64,,14004.34,214.266402,13217.68394,14837.95482,202.2305644,227.0207087
freshwatersurface,0.0148,335,5000,doi.org/10.1021/acs.est.1c03019,doi.org/10.1021/acs.est.1c03019 | fc_0927,N/A,,2.64,,14004.34,207.264232,13217.68394,14837.95482,195.6217224,219.6017313
freshwatersurface,0.0117,335,5000,doi.org/10.1021/acs.est.1c03019,doi.org/10.1021/acs.est.1c03019 | sm_0928,N/A,,2.64,,14004.34,163.850778,13217.68394,14837.95482,154.6469022,173.6040714
freshwatersurface,0.0098,335,5000,doi.org/10.1021/acs.est.1c03019,doi.org/10.1021/acs.est.1c03019 | sm_1012,N/A,,2.64,,14004.34,137.242532,13217.68394,14837.95482,129.5333027,145.4119572
freshwatersurface,0.0032,335,5000,doi.org/10.1021/acs.est.1c03019,doi.org/10.1021/acs.est.1c03019 | cc_1025,N/A,,2.64,,14004.34,44.813888,13217.68394,14837.95482,42.29658862,47.48145542
freshwatersurface,0.0032,335,5000,doi.org/10.1021/acs.est.1c03019,doi.org/10.1021/acs.est.1c03019 | fc_1108,N/A,,2.64,,14004.34,44.813888,13217.68394,14837.95482,42.29658862,47.48145542
freshwatersurface,0.00065,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 51,N/A,,2.64,,27313.37,17.7536905,25681.64197,29049.14074,16.69306728,18.88194148
freshwatersurface,0.00232,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 52,N/A,,2.64,,27313.37,63.3670184,25681.64197,29049.14074,59.58140937,67.39400651
freshwatersurface,0.00175,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 53,N/A,,2.64,,27313.37,47.7983975,25681.64197,29049.14074,44.94287345,50.83599629
freshwatersurface,0.00058,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 54,N/A,,2.64,,27313.37,15.8417546,25681.64197,29049.14074,14.89535234,16.84850163
freshwatersurface,0.01793,330,5000,doi.org/10.1021/es503610r,downstream|doi.org/10.1021/es503610r,N/A,,2.64,,13659.19,244.9092767,12893.77678,14470.1701,231.1854177,259.4501499
freshwatersurface,0.00194,330,5000,doi.org/10.1021/es503610r,upstream|doi.org/10.1021/es503610r,N/A,,2.64,,13659.19,26.4988286,12893.77678,14470.1701,25.01392695,28.07213
freshwatersurface,NA,500,5000,https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|June_Bottom_Thalweg,N/A,,2.64,,27313.37,NA,25681.64197,29049.14074,NA,NA
freshwatersurface,NA,500,5000,https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|July_Bottom_Thalweg,N/A,,2.64,,27313.37,NA,25681.64197,29049.14074,NA,NA
freshwatersurface,NA,500,5000,https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|August_Bottom_Thalweg,N/A,,2.64,,27313.37,NA,25681.64197,29049.14074,NA,NA
freshwatersurface,5.405,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Grab7A|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,1.45935,0.272104737,0.267793725,1.470726102,1.447425086
freshwatersurface,3.198,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Grab22|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0.86346,0.272104737,0.267793725,0.870190948,0.856404334
freshwatersurface,2.137,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Grab21|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0.57699,0.272104737,0.267793725,0.581487822,0.572275191
freshwatersurface,1.714,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Grab23|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0.46278,0.272104737,0.267793725,0.466387519,0.458998445
freshwatersurface,1.709,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Grab19|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0.46143,0.272104737,0.267793725,0.465026995,0.457659477
freshwatersurface,1.117,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Grab26|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0.30159,0.272104737,0.267793725,0.303940991,0.299125591
freshwatersurface,1.1116,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Grab1|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0.300132,0.272104737,0.267793725,0.302471625,0.297679505
freshwatersurface,1.108,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Grab24|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0.29916,0.272104737,0.267793725,0.301492048,0.296715448
freshwatersurface,1.09,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Grab25|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0.2943,0.272104737,0.267793725,0.296594163,0.291895161
freshwatersurface,1.075,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Grab17|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0.29025,0.272104737,0.267793725,0.292512592,0.287878255
freshwatersurface,1.046,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Grab9|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0.28242,0.272104737,0.267793725,0.284621555,0.280112237
freshwatersurface,0.632,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Grab10|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0.17064,0.272104737,0.267793725,0.171970194,0.169245634
freshwatersurface,0.563,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Grab7B|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0.15201,0.272104737,0.267793725,0.153194967,0.150767867
freshwatersurface,258,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 426,N/A,,2.64,,893.82,230605.56,857.5761139,931.601955,221254.6374,240353.3044
freshwatersurface,106,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 415,N/A,,2.64,,893.82,94744.92,857.5761139,931.601955,90903.06807,98749.80723
freshwatersurface,80,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 428,N/A,,2.64,,893.82,71505.6,857.5761139,931.601955,68606.08911,74528.1564
freshwatersurface,54,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 427,N/A,,2.64,,893.82,48266.28,857.5761139,931.601955,46309.11015,50306.50557
freshwatersurface,50,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 421,N/A,,2.64,,893.82,44691,857.5761139,931.601955,42878.80569,46580.09775
freshwatersurface,38,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 396,N/A,,2.64,,893.82,33965.16,857.5761139,931.601955,32587.89233,35400.87429
freshwatersurface,36,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 413,N/A,,2.64,,893.82,32177.52,857.5761139,931.601955,30872.7401,33537.67038
freshwatersurface,24,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 417,N/A,,2.64,,893.82,21451.68,857.5761139,931.601955,20581.82673,22358.44692
freshwatersurface,24,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 412,N/A,,2.64,,893.82,21451.68,857.5761139,931.601955,20581.82673,22358.44692
freshwatersurface,24,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 422,N/A,,2.64,,893.82,21451.68,857.5761139,931.601955,20581.82673,22358.44692
freshwatersurface,22,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 393,N/A,,2.64,,893.82,19664.04,857.5761139,931.601955,18866.6745,20495.24301
freshwatersurface,22,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 418,N/A,,2.64,,893.82,19664.04,857.5761139,931.601955,18866.6745,20495.24301
freshwatersurface,20,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 391,N/A,,2.64,,893.82,17876.4,857.5761139,931.601955,17151.52228,18632.0391
freshwatersurface,16,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 409,N/A,,2.64,,893.82,14301.12,857.5761139,931.601955,13721.21782,14905.63128
freshwatersurface,16,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 419,N/A,,2.64,,893.82,14301.12,857.5761139,931.601955,13721.21782,14905.63128
freshwatersurface,16,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 390,N/A,,2.64,,893.82,14301.12,857.5761139,931.601955,13721.21782,14905.63128
freshwatersurface,14,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 395,N/A,,2.64,,893.82,12513.48,857.5761139,931.601955,12006.06559,13042.42737
freshwatersurface,14,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 404,N/A,,2.64,,893.82,12513.48,857.5761139,931.601955,12006.06559,13042.42737
freshwatersurface,14,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 425,N/A,,2.64,,893.82,12513.48,857.5761139,931.601955,12006.06559,13042.42737
freshwatersurface,12,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 407,N/A,,2.64,,893.82,10725.84,857.5761139,931.601955,10290.91337,11179.22346
freshwatersurface,12,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 399,N/A,,2.64,,893.82,10725.84,857.5761139,931.601955,10290.91337,11179.22346
freshwatersurface,12,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 402,N/A,,2.64,,893.82,10725.84,857.5761139,931.601955,10290.91337,11179.22346
freshwatersurface,10,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 388,N/A,,2.64,,893.82,8938.2,857.5761139,931.601955,8575.761139,9316.01955
freshwatersurface,8,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 420,N/A,,2.64,,893.82,7150.56,857.5761139,931.601955,6860.608911,7452.81564
freshwatersurface,6,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 386,N/A,,2.64,,893.82,5362.92,857.5761139,931.601955,5145.456683,5589.61173
freshwatersurface,6,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 389,N/A,,2.64,,893.82,5362.92,857.5761139,931.601955,5145.456683,5589.61173
freshwatersurface,6,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 406,N/A,,2.64,,893.82,5362.92,857.5761139,931.601955,5145.456683,5589.61173
freshwatersurface,6,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 411,N/A,,2.64,,893.82,5362.92,857.5761139,931.601955,5145.456683,5589.61173
