DOI,Sample_ID,Subsample_ID,cleaned_material,material,material_ratio,Source,normalized_particle.L_concentration,corrected_concentration,material_particle.L_reported,material_particle.L_corrected
doi.org/10.1016/j.watres.2018.10.013,Bear_Creek_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0.1,16981.764,0.013,2207.62932
doi.org/10.1016/j.watres.2018.10.013,Axtell_SC_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Axtell_SC_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Axtell_SC_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Axtell_SC_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Axtell_SC_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Bacon_Rind_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Big_Sky_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Big_Sky_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Black_Butte_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Black_Butte_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Black_Butte_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Black_Butte_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Buffalo_Horn_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Buffalo_Horn_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Deer_Creek_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Deer_Creek_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Deer_Creek_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Flathead_Pass_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Flathead_Pass_4A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,GR_Axtell_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,GR_Axtell_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,GR_Axtell_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,GR_Axtell_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,GR_Axtell_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,GR_Axtell_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,GR_Bacon_Rind_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,GR_Bacon_Rind_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,GR_Bacon_Rind_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,GR_Bighorn_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,GR_Bighorn_5A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,GR_Bighorn_5B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,GR_Black_Butte_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,GR_Canyon_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_5A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_4A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_6A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_6B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,GR_Logan_5A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,GR_Logan_6B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,GR_Manhattan_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,GR_Manhattan_4A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,GR_Manhattan_4B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Hellroaring_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Hellroaring_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Hellroaring_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Middle_Cottonwood_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Middle_Cottonwood_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,North_Cottonwood_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,North_Cottonwood_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Porcupine_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Porcupine_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Porcupine_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Porcupine_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Portal_Creek_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Portal_Creek_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Portal_Creek_4A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Sourdough_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Sourdough_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Spanish_Creek_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Storm_Castle_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Storm_Castle_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Storm_Castle_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Storm_Castle_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Taylor_Fork_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
doi.org/10.1016/j.watres.2018.10.013,Taylor_Fork_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,PET,PET,0.13,freshwatersurface,0,0,0,0
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 1,N/A,nonpolymeric,nonpolymeric,0.02119,freshwatersurface,1.00E-04,2.731337,2.12E-06,0.057877031
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 2,N/A,nonpolymeric,nonpolymeric,0.02119,freshwatersurface,7.00E-05,1.9119359,1.48E-06,0.040513922
doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,11.5,1952902.86,2.3,390580.572
doi.org/10.1016/j.watres.2018.10.013,Flathead_Pass_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,5.1,866069.964,1.02,173213.9928
doi.org/10.1016/j.watres.2018.10.013,North_Cottonwood_4A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,4.9,832106.436,0.98,166421.2872
doi.org/10.1016/j.watres.2018.10.013,GR_Canyon_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,4.8,815124.672,0.96,163024.9344
doi.org/10.1016/j.watres.2018.10.013,GR_Gallatin_Gateway_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,4.2,713234.088,0.84,142646.8176
doi.org/10.1016/j.watres.2018.10.013,Taylor_Fork_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,4,679270.56,0.8,135854.112
doi.org/10.1016/j.watres.2018.10.013,GR_Canyon_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,3.9,662288.796,0.78,132457.7592
doi.org/10.1016/j.watres.2018.10.013,GR_Bighorn_4A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,3.8,645307.032,0.76,129061.4064
doi.org/10.1016/j.watres.2018.10.013,GR_Black_Butte_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,3.8,645307.032,0.76,129061.4064
doi.org/10.1016/j.watres.2018.10.013,Hellroaring_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,3.8,645307.032,0.76,129061.4064
doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,3.6,611343.504,0.72,122268.7008
doi.org/10.1016/j.watres.2018.10.013,Deer_Creek_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,3.1,526434.684,0.62,105286.9368
doi.org/10.1016/j.watres.2018.10.013,GR_Logan_5B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,3.1,526434.684,0.62,105286.9368
doi.org/10.1016/j.watres.2018.10.013,Portal_Creek_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,3.1,526434.684,0.62,105286.9368
doi.org/10.1016/j.watres.2018.10.013,GR_Manhattan_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,2.7,458507.628,0.54,91701.5256
doi.org/10.1016/j.watres.2018.10.013,Portal_Creek_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,2.7,458507.628,0.54,91701.5256
doi.org/10.1016/j.watres.2018.10.013,Deer_Creek_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,2.5,424544.1,0.5,84908.82
doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,2.5,424544.1,0.5,84908.82
doi.org/10.1016/j.watres.2018.10.013,GR_Bighorn_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,2.4,407562.336,0.48,81512.4672
doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,2.4,407562.336,0.48,81512.4672
doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_4A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,2.4,407562.336,0.48,81512.4672
doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_5A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,2.4,407562.336,0.48,81512.4672
doi.org/10.1016/j.watres.2018.10.013,GR_Logan_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,2.4,407562.336,0.48,81512.4672
doi.org/10.1016/j.watres.2018.10.013,North_Cottonwood_4B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,2.4,407562.336,0.48,81512.4672
doi.org/10.1016/j.watres.2018.10.013,Flathead_Pass_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,2.3,390580.572,0.46,78116.1144
doi.org/10.1016/j.watres.2018.10.013,GR_Gallatin_Gateway_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,2.3,390580.572,0.46,78116.1144
doi.org/10.1016/j.watres.2018.10.013,Porcupine_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,2.3,390580.572,0.46,78116.1144
doi.org/10.1016/j.watres.2018.10.013,Porcupine_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,2.1,356617.044,0.42,71323.4088
doi.org/10.1016/j.watres.2018.10.013,Storm_Castle_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,1.8,305671.752,0.36,61134.3504
doi.org/10.1016/j.watres.2018.10.013,Big_Sky_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,1.6,271708.224,0.32,54341.6448
doi.org/10.1016/j.watres.2018.10.013,GR_Bighorn_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,1.6,271708.224,0.32,54341.6448
doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_5B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,1.6,271708.224,0.32,54341.6448
doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_5B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,1.6,271708.224,0.32,54341.6448
doi.org/10.1016/j.watres.2018.10.013,Buffalo_Horn_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,1.5,254726.46,0.3,50945.292
doi.org/10.1016/j.watres.2018.10.013,Flathead_Pass_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,1.5,254726.46,0.3,50945.292
doi.org/10.1016/j.watres.2018.10.013,GR_Canyon_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,1.5,254726.46,0.3,50945.292
doi.org/10.1016/j.watres.2018.10.013,GR_Manhattan_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,1.5,254726.46,0.3,50945.292
doi.org/10.1016/j.watres.2018.10.013,North_Cottonwood_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,1.5,254726.46,0.3,50945.292
doi.org/10.1016/j.watres.2018.10.013,North_Cottonwood_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,1.5,254726.46,0.3,50945.292
doi.org/10.1016/j.watres.2018.10.013,Portal_Creek_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,1.5,254726.46,0.3,50945.292
doi.org/10.1016/j.watres.2018.10.013,GR_Bighorn_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,1.3,220762.932,0.26,44152.5864
doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,1.2,203781.168,0.24,40756.2336
doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,1.2,203781.168,0.24,40756.2336
doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,1.2,203781.168,0.24,40756.2336
doi.org/10.1016/j.watres.2018.10.013,GR_Logan_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,1.2,203781.168,0.24,40756.2336
doi.org/10.1016/j.watres.2018.10.013,GR_Logan_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,1.2,203781.168,0.24,40756.2336
doi.org/10.1016/j.watres.2018.10.013,Black_Butte_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.9,152835.876,0.18,30567.1752
doi.org/10.1016/j.watres.2018.10.013,Axtell_SC_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,Axtell_SC_4A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,Axtell_SC_4B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,Bacon_Rind_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,Bear_Creek_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,Black_Butte_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,Buffalo_Horn_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,Buffalo_Horn_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,Deer_Creek_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,Flathead_Pass_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,Flathead_Pass_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,Flathead_Pass_4B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,GR_Bacon_Rind_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_4B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,GR_Logan_4B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,GR_Logan_6A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,GR_Manhattan_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,GR_Manhattan_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,GR_Manhattan_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,Middle_Cottonwood_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,Middle_Cottonwood_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,North_Cottonwood_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,North_Cottonwood_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,Porcupine_4A|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,Porcupine_4B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,Portal_Creek_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,Portal_Creek_4B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,Taylor_Fork_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.8,135854.112,0.16,27170.8224
doi.org/10.1016/j.watres.2018.10.013,GR_Bighorn_4B|doi.org/10.1016/j.watres.2018.10.013,N/A,PE,polyester,0.2,freshwatersurface,0.7,118872.348,0.14,23774.4696
