,Min,Max,Value,Test Name,Comment,ID,density,polymer
31697,NA,NA,0.97,ASTM D792,NA,38794,0.97,Thermoplastic Elastomers
31698,NA,NA,1.24,ASTM D792,NA,38795,1.24,Nylon 6
31699,NA,NA,1.18,ASTM D792,NA,38796,1.18,Vinyl (PVC)
31700,NA,NA,0.915,ASTM D1505,NA,38797,0.915,LDPE
31701,NA,NA,1.67,ASTM D792,NA,38798,1.67,Polybutylene Terephthalate
31702,NA,NA,1.87,ISO 1183,Dry,38799,1.87,Nylon 46
31703,NA,NA,1.34,ISO 1183,NA,38800,1.34,Nylon 6
31704,NA,NA,0.07,ISO 845,NA,38803,0.07,PP
31705,NA,NA,1.6,ASTM D792,NA,38804,1.6,Polybutylene Terephthalate
31706,NA,NA,1.14,ASTM D792,DIN 53479,38805,1.14,Nylon 6
31707,NA,NA,1.46,ASTM D 792,NA,38806,1.46,Nylon 6
31708,NA,NA,0.9,ASTM D1505,NA,38807,0.9,PP
31709,NA,NA,1.17,ASTM D792,NA,38808,1.17,Vinyl (PVC)
31710,NA,NA,0.98,ASTM D792,NA,38809,0.98,Thermoplastic Elastomers
31711,NA,NA,1.52,ASTM D 792,NA,38810,1.52,PC
31712,NA,NA,1.11,ASTM D792,NA,38812,1.11,PMMA
31713,NA,NA,1.61,ASTM D792,NA,38814,1.61,Polyethersulfone
31714,NA,NA,1.21,ISO 1183,NA,38815,1.21,Nylon 6
31715,NA,NA,0.919,ISO 1183,NA,38816,0.919,LLDPE
31716,NA,NA,1.36,ASTM D792,NA,38817,1.36,Polyphenylene Sulfide (PPS)
31717,NA,NA,1.14,DIN 53479,NA,38818,1.14,Thermoplastic Elastomers
31718,NA,NA,1.07,ASTM D792,NA,38821,1.07,Nylon 66
31719,NA,NA,1.48,ASTM D792,NA,38822,1.48,Polyphenylene Sulfide (PPS)
31720,1.23,1.27,NA,ISO R 1184,NA,38823,1.25,Vinyl (PVC)
31721,NA,NA,1.34,ASTM D792,NA,38824,1.34,Vinyl (PVC)
31722,NA,NA,1.09,ASTM D792,NA,38826,1.09,Nylon 66
31723,NA,NA,1.31,ASTM D792,NA,38827,1.31,Vinyl (PVC)
31724,NA,NA,1.46,ASTM D792,NA,38828,1.46,Vinyl (PVC)
31725,NA,NA,1.18,STN 64 0111,NA,38829,1.18,PP
31726,NA,NA,1.2,ISO data,NA,38831,1.2,Nylon 6
31727,NA,NA,1.2,ASTM D792,NA,38833,1.2,PC
31728,NA,NA,1.12,ASTM D792,NA,38834,1.12,Nylon 66
31729,NA,NA,0.91,ISO 1183,NA,38835,0.91,Thermoplastic Elastomers
31730,NA,NA,1.05,ASTM D792,NA,38836,1.05,Polystyrene
31731,NA,NA,0.955,ISO R 1183,NA,38837,0.955,Nylon 12
31732,NA,NA,1.46,ASTM D792,NA,38838,1.46,Phenolic
31733,NA,NA,1.13,NA,dry,38839,1.13,Nylon 612
31734,1.33,1.37,NA,ISO R 1183,NA,38840,1.35,Vinyl (PVC)
31735,NA,NA,1.12,ASTM D792,NA,38842,1.12,ABS
31736,NA,NA,1.12,ASTM D792,NA,38842,1.12,PC
31737,NA,NA,0.9,ISO 1183,NA,38843,0.9,Thermoplastic Elastomers
31738,NA,NA,1.24,ASTM D792,NA,38844,1.24,Vinyl (PVC)
31739,NA,NA,1.25,ISO 1183,NA,38845,1.25,Nylon 6
31740,NA,NA,1.12,NA,NA,38846,1.12,Rubber or Thermoset Elastomer
31741,NA,NA,1.12,NA,NA,38846,1.12,Silicone
31742,NA,NA,1.77,ASTM D792,NA,38847,1.77,Phenolic
31743,NA,NA,1.63,NA,NA,38848,1.63,Polybutylene Terephthalate
31744,NA,NA,1.38,ASTM D792,NA,38850,1.38,Vinyl (PVC)
31745,NA,NA,2.21,ASTM 1457-62 T,NA,38851,2.21,PTFE
31746,NA,NA,0.951,ASTM D792,NA,38852,0.951,Ethylene Vinyl Acetate
31747,NA,NA,1.02,ASTM D792,NA,38853,1.02,Thermoplastic Elastomers
31748,NA,NA,1.47,NA,NA,38855,1.47,Aramid
31749,NA,NA,2,NA,NA,38857,2,PTFE
31750,NA,NA,1.88,NA,NA,38858,1.88,Epoxy
31751,NA,NA,1.55,NA,NA,38859,1.55,Nylon 6
31752,NA,NA,1.04,ASTM D792,NA,38860,1.04,ABS
31753,NA,NA,1.31,ASTM D792,NA,38861,1.31,Polybutylene Terephthalate
31754,NA,NA,1.02,ASTM D792,NA,38862,1.02,PP
31755,NA,NA,1.38,ASTM D792,NA,38864,1.38,Nylon 66
31756,NA,NA,1,ASTM D792,NA,38865,1,PP
31757,NA,NA,0.905,ASTM D792A,NA,38866,0.905,PP
31758,NA,NA,1.05,NA,NA,38868,1.05,ABS
31759,NA,NA,0.945,ASTM D4883,NA,38869,0.945,HDPE
31760,NA,NA,1.18,ISO 1183,NA,38870,1.18,Polystyrene
31761,NA,NA,1.47,ASTM D792,NA,38871,1.47,Polyethylene Terephthalate
31762,1.12,1.15,NA,ISO 1183,NA,38872,1.135,Nylon 6
31763,NA,NA,1.6,ISO 1183,NA,38875,1.6,Nylon 66
31764,NA,NA,1.38,ISO 1183,NA,38876,1.38,PP
31765,1.61,2.11,NA,ASTM D792,NA,38877,1.86,Silicone
31766,NA,NA,0.07,NA,NA,38878,0.07,Aramid
31767,NA,NA,0.07,NA,NA,38878,0.07,Phenolic
31768,NA,NA,1.32,ASTM D792,NA,38879,1.32,Vinyl (PVC)
31769,NA,NA,0.941,NA,NA,38880,0.941,Ethylene Vinyl Acetate
31770,NA,NA,1.37,ASTM D792,NA,38881,1.37,Nylon 66
31771,NA,NA,1.65,DIN 53 47,NA,38882,1.65,Polyphenylene Sulfide (PPS)
31772,NA,NA,1.36,ASTM D792,NA,38883,1.36,Nylon 6
31773,NA,NA,1.14,ISO data,NA,38885,1.14,Nylon 66
31774,NA,NA,1.57,ISO 1183,NA,38886,1.57,Nylon 66
31775,NA,NA,1.04,ASTM D792,NA,38887,1.04,ABS
31776,NA,NA,0.941,ASTM D792,NA,38888,0.941,HDPE
31777,NA,NA,1.56,ISO 1183/A,NA,38890,1.56,Nylon 6
31778,NA,NA,1.4,ASTM D-792,NA,38892,1.4,Vinyl (PVC)
31779,NA,NA,1.07,NA,NA,38893,1.07,Nylon 66
31780,NA,NA,1.15,ASTM D792,NA,38894,1.15,Thermoplastic Elastomers
31781,NA,NA,1.35,ASTM D792,NA,38896,1.35,PC
31782,NA,NA,1.06,ISO 1183A,NA,38897,1.06,Polystyrene
31783,1.37,1.41,NA,ASTM D-792,NA,38898,1.39,Vinyl (PVC)
31784,NA,NA,1.08,ISO 1183,NA,38899,1.08,Thermoplastic Elastomers
31785,NA,NA,1.08,ISO 1183,NA,38899,1.08,Nylon 12
31786,NA,NA,1.23,ASTM D792,NA,38901,1.23,PC
31787,NA,NA,1.13,ASTM D792,NA,38903,1.13,Acrylonitrile-Styrene-Acrylate 
31788,NA,NA,1.13,ASTM D792,NA,38903,1.13,PC
31789,NA,NA,1.6,ASTM D792,NA,38904,1.6,PC
31790,1.37,1.41,NA,ISO R 1184,NA,38905,1.39,Vinyl (PVC)
31791,NA,NA,0.95,ISO 1183,NA,38906,0.95,Ethylene Vinyl Acetate
31792,NA,NA,1.38,ISO 1183,Dry,38907,1.38,Nylon 6
31793,NA,NA,1.32,ASTM D792,NA,38908,1.32,PP
31794,NA,NA,1.05,NA,DIN 53479,38909,1.05,Polystyrene
31795,NA,NA,1.36,ISO 1183,NA,38910,1.36,Nylon 6
31796,NA,NA,1.04,ISO 1183,NA,38912,1.04,PP
31797,NA,NA,1.03,ASTM D792,NA,38913,1.03,Thermoplastic Elastomers
31798,1.17,1.21,NA,ISO R 1183,NA,38915,1.19,Vinyl (PVC)
31799,NA,NA,1.94,ASTM D792,NA,38916,1.94,Thermoset Polyester
31800,NA,NA,1.18,ASTM D792,NA,38917,1.18,Thermoplastic Elastomers
31801,NA,NA,1.4,DIN 53479,NA,38919,1.4,Nylon 66
31802,NA,NA,1.18,ASTM D792,NA,38921,1.18,ABS
31803,NA,NA,1.18,ASTM D792,NA,38921,1.18,PC
31804,NA,NA,1.24,ISO 1183,NA,38922,1.24,Polysulfone
31805,NA,NA,1.06,ASTM D792,NA,38923,1.06,ABS
31806,NA,NA,0.95,ISO 1183,NA,38924,0.95,PP
31807,NA,NA,1.04,ASTM D792,NA,38925,1.04,Polystyrene
31808,NA,NA,0.9,ASTM D792,NA,38926,0.9,PP
31809,NA,NA,1.4,ASTM D 792,NA,38928,1.4,Thermoplastic Polyurethane
31810,NA,NA,1.4,ASTM D 792,NA,38928,1.4,Thermoplastic Elastomers
31811,NA,NA,1.63,NA,NA,38929,1.63,Polybutylene Terephthalate
31812,NA,NA,1.2,ASTM D792,NA,38930,1.2,Thermoplastic Polyurethane
31813,NA,NA,0.928,ASTM D792,NA,38931,0.928,PP
31814,NA,NA,1.47,ASTM D792,NA,38933,1.47,Polybutylene Terephthalate
31815,NA,NA,2.16,ASTM D4894,NA,38934,2.16,PTFE
31816,NA,NA,0.93,"ASTM D792, ISO 1183",NA,38935,0.93,Ethylene Vinyl Acetate
31817,NA,NA,0.91,ASTM D792,NA,38936,0.91,Thermoplastic Elastomers
31818,NA,NA,1.14,ASTM D792,NA,38937,1.14,ABS
31819,NA,NA,1.14,ASTM D792,NA,38937,1.14,PC
31820,1.43,1.47,NA,ASTM D792,NA,38938,1.45,Vinyl (PVC)
31821,NA,NA,1.04,ISO 1183,NA,38939,1.04,Polystyrene
31822,NA,NA,0.958,ASTM D1505,NA,38940,0.958,HDPE
31823,NA,NA,1.13,DIN 53479,NA,38941,1.13,Nylon 6
31824,NA,NA,1.19,NA,NA,38942,1.19,Rubber or Thermoset Elastomer
31825,NA,NA,1.19,NA,NA,38942,1.19,Silicone
31826,NA,NA,1.46,NA,NA,38943,1.46,Vinyl (PVC)
31827,1.27,1.31,NA,ASTM D-792,NA,38944,1.29,Vinyl (PVC)
31828,NA,NA,1.35,ASTM D792,NA,38945,1.35,Vinyl (PVC)
31829,NA,NA,0.917,ASTM D792,NA,38946,0.917,LLDPE
31830,NA,NA,1.19,ASTM D792,NA,38947,1.19,Thermoplastic Polyurethane
31831,NA,NA,1.29,ASTM D792,NA,38948,1.29,Vinyl (PVC)
31832,1.13,1.15,NA,NA,NA,38949,1.14,Nylon 66
31833,NA,NA,0.9,ASTM D1505,NA,38951,0.9,PP
31834,2.05,2.13,NA,NA,NA,38954,2.09,PTFE
31835,NA,NA,1.14,ASTM D792,NA,38955,1.14,Nylon 6
31836,NA,NA,1.4,ASTM D 792,NA,38957,1.4,Polyetheretherketone
31837,NA,NA,1.05,ASTM D792,NA,38958,1.05,Nylon 12
31838,NA,NA,0.918,ASTM D792,NA,38961,0.918,LLDPE
31839,1.33,1.37,NA,ASTM D792,NA,38962,1.35,Vinyl (PVC)
31840,NA,NA,1.2,ASTM D792,NA,38963,1.2,Vinyl (PVC)
31841,NA,NA,0.927,ASTM D1505,NA,38964,0.927,LDPE
31842,NA,NA,1.47,NA,NA,38966,1.47,Silicone
31843,NA,NA,1.2,ISO 1183,NA,38967,1.2,Nylon 6
31844,NA,NA,0.89,ASTM D792,NA,38968,0.89,Thermoplastic Elastomers
31845,NA,NA,1.19,ISO 2781,NA,38970,1.19,Thermoplastic Polyurethane
31846,NA,NA,1.15,ASTM D792,NA,38972,1.15,Nylon 6
31847,NA,NA,1.46,DIN 53479,NA,38974,1.46,Nylon 66
31848,NA,NA,1.44,ASTM D792,NA,38975,1.44,Polyetheretherketone
31849,NA,NA,1.16,ASTM D792,NA,38976,1.16,Vinyl (PVC)
31850,NA,NA,0.95,ASTM D792,NA,38977,0.95,Thermoplastic Elastomers
31851,NA,NA,1.2,ASTM D792,NA,38978,1.2,PC
31852,NA,NA,1.11,ISO 1183,NA,38980,1.11,PP
31853,NA,NA,1.44,ASTM D792,NA,38981,1.44,Nylon 66
31854,NA,NA,1.17,NA,NA,38982,1.17,PMMA
31855,NA,NA,1.05,ASTM D792,NA,38983,1.05,Nylon 11
31856,NA,NA,1.14,ISO 1183,NA,38984,1.14,Nylon 6
31857,NA,NA,0.93,ASTM D 792,NA,38985,0.93,LDPE
31858,NA,NA,1.22,STN 64 0111,NA,38986,1.22,Nylon 66
31859,1.9,2,NA,NA,NA,38987,1.95,Thermoset Fluoropolymer
31860,1.9,2,NA,NA,NA,38987,1.95,Rubber or Thermoset Elastomer
31861,NA,NA,1.42,ASTM D 792,NA,38989,1.42,Polyphenylene Sulfide (PPS)
31862,NA,NA,1.12,ASTM D792,NA,38990,1.12,ABS
31863,NA,NA,1.12,ASTM D792,NA,38990,1.12,PC
31864,NA,NA,1.14,ASTM D792,NA,38991,1.14,Vinyl (PVC)
31865,0.886,0.926,NA,ASTM D1505,NA,38993,0.906,PP
31866,NA,NA,0.924,ISO 1183,NA,38994,0.924,LDPE
31867,NA,NA,1.21,ASTM D792,NA,38996,1.21,Cellulosic
31868,NA,NA,1.23,ASTM D792,NA,38997,1.23,Nylon 6
31869,1.25,1.29,NA,ISO R 1183,NA,38999,1.27,Vinyl (PVC)
31870,NA,NA,2.43,NA,NA,39000,2.43,Epoxy
31871,NA,NA,1.13,ASTM D792,NA,39001,1.13,Thermoplastic Elastomers
31872,NA,NA,0.9,ASTM D1505,NA,39002,0.9,PP
31873,NA,NA,1.13,ASTM D792,NA,39003,1.13,Vinyl (PVC)
31874,NA,NA,1.09,ISO 1183/A,NA,39004,1.09,Nylon 610
31875,NA,NA,1.3,ASTM D792,NA,39005,1.3,Nylon 66
31876,NA,NA,1.19,NA,NA,39006,1.19,Vinyl (PVC)
31877,NA,NA,1.61,ASTM D792,NA,39007,1.61,PC
31878,NA,NA,1.28,ASTM D792,NA,39008,1.28,ABS
31879,NA,NA,1.2,NA,NA,39009,1.2,Silicone
31880,NA,NA,1.12,NA,NA,39011,1.12,Rubber or Thermoset Elastomer
31881,NA,NA,1.12,NA,NA,39011,1.12,Silicone
31882,NA,NA,1.45,ASTM D792,DIN 53479,39017,1.45,Nylon 6
31883,NA,NA,1.3,ASTM D792,NA,39019,1.3,PP
31884,NA,NA,1.38,ISO 1183,NA,39020,1.38,Acetal
31885,NA,NA,1,ISO 2781,NA,39021,1,Thermoplastic Elastomers
31886,1.39,1.41,NA,PEPL-10-W-21,NA,39024,1.4,Polyethylene Terephthalate
31887,NA,NA,1.35,ASTM D792,NA,39025,1.35,Vinyl (PVC)
31888,NA,NA,1.06,ASTM 792,NA,39028,1.06,Thermoplastic Elastomers
31889,NA,NA,0.875,NA,NA,39029,0.875,LLDPE
31890,NA,NA,1.15,NA,NA,39031,1.15,Nylon 6
31891,1.34,1.38,NA,ASTM D-792,NA,39032,1.36,Vinyl (PVC)
31892,NA,NA,1.43,ASTM D792,NA,39033,1.43,PC
31893,NA,NA,1.08,NA,NA,39034,1.08,Silicone
31894,NA,NA,0.924,ASTM D1505,NA,39035,0.924,LDPE
31895,NA,NA,0.95,ASTM D3574,NA,39036,0.95,PP
31896,NA,NA,0.89,DIN 53479,NA,39037,0.89,Thermoplastic Elastomers
31897,NA,NA,1.22,ASTM D792,NA,39038,1.22,Vinyl (PVC)
31898,NA,NA,1.46,NA,NA,39040,1.46,Thermoset Polyimide
31899,NA,NA,0.919,ASTM D1505,NA,39041,0.919,LLDPE
31900,NA,NA,0.9,ASTM D1505,NA,39042,0.9,PP
31901,NA,NA,1.68,ASTM D 792,NA,39043,1.68,Polyphenylene Sulfide (PPS)
31902,NA,NA,1.33,ASTM D792,NA,39044,1.33,PC
31903,NA,NA,0.9,ASTM D1505,NA,39045,0.9,PP
31904,NA,NA,1.41,ASTM D792,NA,39047,1.41,PC
31905,NA,NA,0.951,ASTM D4883,NA,39049,0.951,HDPE
31906,NA,NA,0.93,ASTM D792,NA,39050,0.93,Ethylene Vinyl Acetate
31907,NA,NA,1.1,ASTM D792,NA,39052,1.1,PP
31908,NA,NA,0.913,ASTM D1505,NA,39053,0.913,LLDPE
31909,NA,NA,1.53,ASTM D792,NA,39055,1.53,Acetal
31910,NA,NA,1.01,ASTM D792,NA,39056,1.01,PP
31911,NA,NA,0.92,NA,NA,39058,0.92,LLDPE
31912,NA,NA,1.12,ASTM D 792,NA,39061,1.12,Thermoplastic Elastomers
31913,NA,NA,1.4,DIN 53479,NA,39062,1.4,Nylon 66
31914,NA,NA,1.26,JIS-Z-8807,NA,39064,1.26,Thermoplastic Elastomers
31915,NA,NA,1.05,ASTM D792,NA,39065,1.05,Thermoplastic Elastomers
31916,NA,NA,1.14,ASTM D792,NA,39067,1.14,Nylon 66
31917,NA,NA,0.919,ASTM-D792,NA,39069,0.919,LLDPE
31918,NA,NA,1.21,NA,NA,39072,1.21,Nylon 6
31919,NA,NA,1.04,ASTM D792,NA,39075,1.04,Polystyrene
31920,NA,NA,0.953,NA,NA,39076,0.953,Ethylene Methyl Acrylate
31921,NA,NA,1.35,ASTM D792,NA,39077,1.35,Vinyl (PVC)
31922,NA,NA,1.76,ASTM D 792,NA,39078,1.76,Liquid Crystal Polymer
31923,NA,NA,1.12,ASTM D792,NA,39079,1.12,PP
31924,NA,NA,0.9,ASTM D792,NA,39080,0.9,PP
31925,NA,NA,1.43,ASTM D792,NA,39082,1.43,Polyetheretherketone
31926,NA,NA,1.24,ASTM D1505,NA,39085,1.24,PP
31927,NA,NA,1.24,ISO 1183,NA,39085,1.24,PP
31928,NA,NA,1.04,NA,NA,39086,1.04,Silicone
31929,NA,NA,1.31,NA,NA,39088,1.31,Vinyl (PVC)
31930,NA,NA,1.36,JIS-Z-8807,NA,39089,1.36,Vinyl (PVC)
31931,NA,NA,1.2,NA,NA,39090,1.2,Thermoplastic Polyurethane
31932,NA,NA,1.41,ISO 1183,NA,39092,1.41,Polybutylene Terephthalate
31933,NA,NA,1.33,ASTM D792,NA,39096,1.33,Vinyl (PVC)
31934,0.45,0.55,NA,NA,NA,39097,0.5,Vinyl (PVC)
31935,NA,NA,0.92,ISO 2781,NA,39098,0.92,Thermoplastic Elastomers
31936,NA,NA,0.97,ASTM D792,NA,39099,0.97,PP
31937,1.37,1.41,NA,ISO R 1184,NA,39100,1.39,Vinyl (PVC)
31938,NA,NA,1.19,ASTM D792,NA,39101,1.19,PMMA
31939,NA,NA,1.24,NA,NA,39102,1.24,PP
31940,NA,NA,1.18,NA,NA,39104,1.18,PC
31941,NA,NA,1.19,ASTM D792,NA,39107,1.19,Cellulosic
31942,NA,NA,1.22,NA,NA,39108,1.22,Nylon 66
31943,NA,NA,1.09,"ASTM D1505, ISO 1183",NA,39109,1.09,Polystyrene
31944,NA,NA,1.09,"ASTM D1505, ISO 1183",NA,39109,1.09,PP
31945,NA,NA,0.9,NA,NA,39110,0.9,Thermoplastic Elastomers
31946,NA,NA,1.52,ASTM D792,NA,39111,1.52,Nylon 66
31947,NA,NA,1.15,ASTM D 792,NA,39112,1.15,Nylon 66
31948,NA,NA,0.89,ASTM D792,NA,39113,0.89,Thermoplastic Elastomers
31949,NA,NA,1.14,ASTM D792,NA,39114,1.14,Vinyl (PVC)
31950,NA,NA,1.2,ISO 1183/A,NA,39117,1.2,PC
31951,NA,NA,0.9,ASTM D792,NA,39118,0.9,Thermoplastic Elastomers
31952,NA,NA,0.912,ASTM D792,NA,39119,0.912,PP
31953,NA,NA,1.32,ASTM D792,NA,39121,1.32,Nylon 66
31954,NA,NA,1.45,ASTM D792,NA,39123,1.45,Nylon 66
31955,NA,NA,1.19,ASTM D792,NA,39124,1.19,PMMA
31956,NA,NA,1.19,ASTM D792,NA,39125,1.19,Thermoplastic Polyurethane
31957,NA,NA,1.19,ASTM D792,NA,39125,1.19,Thermoplastic Elastomers
31958,0.016,0.048,NA,NA,NA,39126,0.032,Polystyrene
31959,NA,NA,0.934,ASTM D1505; ASTM D1928 Proc A,NA,39128,0.934,Ethylene Vinyl Acetate
31960,NA,NA,1.15,ASTM D792,NA,39131,1.15,Thermoplastic Elastomers
31961,NA,NA,1.43,ASTM D792,NA,39132,1.43,Polybutylene Terephthalate
31962,NA,NA,1.4,ASTM D792,NA,39136,1.4,Vinyl (PVC)
31963,NA,NA,1.05,NA,NA,39137,1.05,Epoxy
31964,NA,NA,0.93,ISO 1183,NA,39141,0.93,Thermoplastic Elastomers
31965,NA,NA,1.22,ASTM D 792,NA,39145,1.22,HDPE
31966,NA,NA,1.25,ASTM D792,NA,39146,1.25,Vinyl (PVC)
31967,NA,NA,0.905,ISO 1183,NA,39147,0.905,PP
31968,NA,NA,0.902,ASTM D792,NA,39148,0.902,PP
31969,NA,NA,1.24,ASTM D792,NA,39150,1.24,Nylon 6
31970,NA,NA,1.5,ASTM D792,NA,39153,1.5,Polybutylene Terephthalate
31971,0.95,0.955,NA,ASTM D792,NA,39155,0.9525,HDPE
31972,NA,NA,1.05,NA,NA,39156,1.05,Silicone
31973,1.39,NA,NA,NA,NA,39157,NA,Polyethylene Terephthalate
31974,NA,NA,1.12,NA,NA,39158,1.12,Epoxy
31975,0.886,0.926,NA,ASTM D1505,NA,39159,0.906,PP
31976,NA,NA,0.885,ASTM D792,NA,39160,0.885,Thermoplastic Elastomers
31977,NA,NA,1.03,NA,NA,39161,1.03,Nylon 12
31978,NA,NA,1.13,ISO 1183,NA,39162,1.13,Nylon 6
31979,NA,NA,1.06,ASTM D792,NA,39163,1.06,PP
31980,NA,NA,1.06,NA,NA,39165,1.06,Polyphenylene EtherPPO
31981,NA,NA,1.06,NA,NA,39165,1.06,Styrene-Butadiene Thermoplastics
31982,NA,NA,1.39,ISO 1183,NA,39166,1.39,PP
31983,0.917,0.921,NA,NA,NA,39168,0.919,HDPE
31984,NA,NA,1.3,ASTM D-792,NA,39169,1.3,Vinyl (PVC)
31985,NA,NA,1.32,ASTM D-792,NA,39170,1.32,Vinyl (PVC)
31986,NA,NA,1.13,ISO 1183,NA,39171,1.13,Nylon 6
31987,NA,NA,1.48,ISO 1183,NA,39172,1.48,Polyphenylene Sulfide (PPS)
31988,NA,NA,0.925,ASTM D792,NA,39173,0.925,LLDPE
31989,NA,NA,1.04,ASTM D792,NA,39174,1.04,Polystyrene
31990,NA,NA,0.936,ASTM D-1505,NA,39175,0.936,HDPE
31991,NA,NA,1.09,ASTM D 792,NA,39176,1.09,Polystyrene
31992,NA,NA,1.18,ASTM D792,NA,39177,1.18,Vinyl (PVC)
31993,NA,NA,0.9,ASTM D792,NA,39178,0.9,Thermoplastic Elastomers
31994,NA,NA,1.87,ASTM D792,NA,39179,1.87,Thermoplastic Elastomers
31995,NA,NA,1.35,ISO 1183,NA,39180,1.35,Nylon 6
31996,NA,NA,1.45,ASTM D792,DIN 53479,39181,1.45,Nylon 6
31997,NA,NA,1.33,ASTM D 792,NA,39182,1.33,PC
31998,NA,NA,1.38,ASTM D792,NA,39183,1.38,Nylon 6
31999,NA,NA,1.37,ISO 1183,NA,39183,1.37,Nylon 6
32000,NA,NA,1.38,ASTM D792,NA,39184,1.38,Polyetheretherketone
32001,NA,NA,1.04,ASTM D792,NA,39185,1.04,ABS
32002,NA,NA,1.04,NA,NA,39187,1.04,ABS
32003,NA,NA,0.9,ASTM D792,NA,39188,0.9,PP
32004,NA,NA,0.45,ASTM D792,NA,39189,0.45,PP
32005,NA,NA,1.18,NA,NA,39193,1.18,PC
32006,NA,NA,1.47,NA,NA,39194,1.47,Silicone
32007,NA,NA,1.85,ASTM D792A,NA,39195,1.85,Phenolic
32008,NA,NA,1.25,ASTM D792,NA,39198,1.25,Nylon 610
32009,NA,NA,1.43,ASTM D 792,NA,39199,1.43,Polyphenylene Sulfide (PPS)
32010,NA,NA,0.955,ASTM D4883,NA,39200,0.955,HDPE
32011,NA,NA,2.13,"ASTM D297, 15",NA,39202,2.13,Thermoset Fluoropolymer
32012,NA,NA,2.13,"ASTM D297, 15",NA,39202,2.13,Rubber or Thermoset Elastomer
32013,NA,NA,1,NA,NA,39203,1,Rubber or Thermoset Elastomer
32014,NA,NA,1.18,NA,NA,39204,1.18,Epoxy
32015,NA,NA,1.59,ASTM D792,NA,39205,1.59,Polyethylene Terephthalate
32016,NA,NA,0.924,ASTM D792,NA,39206,0.924,LDPE
32017,NA,NA,0.97,NA,NA,39207,0.97,Silicone
32018,NA,NA,1.35,ASTM D792,NA,39208,1.35,PC
32019,NA,NA,1.4,DIN 53 479,NA,39210,1.4,Vinyl (PVC)
32020,NA,NA,0.946,ASTM D792,NA,39211,0.946,HDPE
32021,NA,NA,1.23,NA,NA,39212,1.23,Nylon 6
32022,NA,NA,1.6,NA,NA,39213,1.6,Silicone
32023,NA,NA,1.15,ISO 1183,NA,39214,1.15,Thermoplastic Elastomers
32024,NA,NA,1.29,ISO 1183/A,NA,39215,1.29,Nylon 66
32025,NA,NA,1.14,ISO 1183,NA,39218,1.14,Nylon 66
32026,NA,NA,0.905,ASTM D792,NA,39219,0.905,PP
32027,NA,NA,0.9,ASTM D792,NA,39221,0.9,LLDPE
32028,NA,NA,1.35,ASTM D792,NA,39224,1.35,PC
32029,NA,NA,1.32,NA,NA,39226,1.32,Vinyl (PVC)
32030,NA,NA,1.14,NA,NA,39228,1.14,PMMA
32031,NA,NA,1.27,NA,NA,39229,1.27,Silicone
32032,NA,NA,0.97,ASTM D792,NA,39230,0.97,PP
32033,NA,NA,1.13,ISO 1183,NA,39231,1.13,ABS
32034,NA,NA,1.13,ISO 1183,NA,39231,1.13,PC
32035,NA,NA,1.9,ISO 1183,NA,39232,1.9,Thermoset Polyester
32036,NA,NA,1.19,ASTM D792,NA,39233,1.19,ABS
32037,NA,NA,1.19,ASTM D792,NA,39233,1.19,PC
32038,NA,NA,0.87,ASTM D792,NA,39235,0.87,Thermoplastic Elastomers
32039,NA,NA,1.23,ASTM D792,NA,39236,1.23,Vinyl (PVC)
32040,NA,NA,1.22,NA,NA,39237,1.22,PP
32041,NA,NA,1.2,ASTM D792,NA,39240,1.2,PC
32042,NA,NA,1.12,DIN 53479,NA,39242,1.12,Thermoplastic Elastomers
32043,0.009,0.015,NA,NA,NA,39243,0.012,Polystyrene
32044,NA,NA,1.4,ISO 1183,NA,39244,1.4,Acetal
32045,NA,NA,0.96,ISO 1183,NA,39245,0.96,Ethylene Methyl Acrylate
32046,NA,NA,0.943,ASTM D1505,NA,39247,0.943,HDPE
32047,1.46,1.5,NA,ISO R 1184,NA,39248,1.48,Vinyl (PVC)
32048,NA,NA,1.13,ASTM D792,NA,39250,1.13,PP
32049,NA,NA,1.4,ASTM D792,NA,39251,1.4,Vinyl (PVC)
32050,NA,NA,1.4,ISO 1183,NA,39252,1.4,Polyethylene Terephthalate
32051,NA,NA,0.895,ASTM D4883,NA,39253,0.895,PP
32052,NA,NA,1.07,ISO 1183,NA,39254,1.07,Nylon 612
32053,NA,NA,1.03,ASTM D792,NA,39255,1.03,PP
32054,NA,NA,1.45,ASTM D792,NA,39256,1.45,Polybutylene Terephthalate
32055,1.15,1.19,NA,ISO R 1183,NA,39257,1.17,Vinyl (PVC)
32056,2.1,2.3,NA,NA,NA,39258,2.2,PTFE
32057,NA,NA,1.16,NA,NA,39260,1.16,Epoxy
32058,NA,NA,1.15,ISO 1183,NA,39262,1.15,PMMA
32059,NA,NA,1.61,ASTM D792,NA,39263,1.61,Acetal
32060,NA,NA,1.05,ASTM 792,NA,39264,1.05,Thermoplastic Elastomers
32061,NA,NA,1.3,ASTM D792,NA,39265,1.3,Thermoplastic Elastomers
32062,1.4,1.5,NA,NA,NA,39266,1.45,Epoxy
32063,NA,NA,1.2,ASTM D792,NA,39267,1.2,Vinyl (PVC)
32064,NA,NA,1.4,ASTM D792,NA,39268,1.4,Styrene Acrylonitrile (SAN)
32065,NA,NA,1.71,ASTM D792,NA,39269,1.71,Polybutylene Terephthalate
