DOI,Sample_ID,Subsample_ID,Source,Concentration,Concentration_Units,normalized_particle/L_concentration,materialdirty,polymeric,PE,PP,PS,PET,nonpolymeric,polyester,acrylic,polypropylene,nylon,cellulose,PETE,semi-synthetic cellulose,PVA,polyamide,poly(vinylidene fluorine),poly(trimellitamideimide),neoprene,cotton,butadiene/butyl rubber,acylonitrile,acrylic,wool,urethane
doi.org/10.1016/j.jwpe.2020.101640,Average|doi.org/10.1016/j.jwpe.2020.101640,N/A,River bed sediment,63; 8,particles/kg; mm2/kg,,25% cellulose; 18% PP; 4% PETE; 17% PS; 2% PE,,0.02,0.18,0.17,,,,,,,0.25,0.04,,,,,,,,,,,,
doi.org/10.1016/j.watres.2018.10.013,Buffalo_Horn_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0.6,particles/L,0.6,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,GR_Bighorn_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0.6,particles/L,0.6,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,GR_Bighorn_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0.6,particles/L,0.6,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0.6,particles/L,0.6,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_4B|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0.6,particles/L,0.6,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0.6,particles/L,0.6,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,GR_Logan_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0.6,particles/L,0.6,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,GR_Logan_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0.6,particles/L,0.6,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,GR_Logan_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0.6,particles/L,0.6,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,Middle_Cottonwood_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0.6,particles/L,0.6,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,Middle_Cottonwood_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0.6,particles/L,0.6,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,Spanish_Creek_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0.6,particles/L,0.6,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,Storm_Castle_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0.6,particles/L,0.6,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,Bear_Creek_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0.1,particles/L,0.1,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,Axtell_SC_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,Axtell_SC_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,Axtell_SC_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,Axtell_SC_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,Axtell_SC_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,Bacon_Rind_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,Big_Sky_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,Big_Sky_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,Black_Butte_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,Black_Butte_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,Black_Butte_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,Black_Butte_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,Buffalo_Horn_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,Buffalo_Horn_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,Deer_Creek_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,Deer_Creek_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,Deer_Creek_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,Flathead_Pass_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,Flathead_Pass_4A|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,GR_Axtell_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,GR_Axtell_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,GR_Axtell_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,GR_Axtell_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,GR_Axtell_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,GR_Axtell_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,GR_Bacon_Rind_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,GR_Bacon_Rind_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,GR_Bacon_Rind_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,GR_Bighorn_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,GR_Bighorn_5A|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,GR_Bighorn_5B|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
doi.org/10.1016/j.watres.2018.10.013,GR_Black_Butte_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,Surface water,0,particles/L,0,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,,,,,0.13,,0.2,,0.04,,,,0.3,0.02,0.04,0.02,0.02,0.02,0.05,0.04,0.02,0.04,0.02,0.04
